# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle;Real Position
[  27.12479171 -119.1250586   -23.93491852];[-0.10188930941919012, -1.2329731411968354, 1.1493557484028083, 0.18822340545885008];[28.06, -122.09, -26.92]
[  27.12188501 -119.13045084  -17.55174236];[0.0791904432551224, -1.2516025995037754, 1.001176246857152, 0.18015194243050392];[28.04, -122.29, -20.46]
[  27.11937481 -119.13557044  -11.16878114];[0.2568359487496529, -1.2634530677752087, 0.8458167443970659, 0.1753959893453545];[27.77, -122.54, -13.8]
[  27.11742832 -119.14037021   -4.78639641];[0.4308849751757856, -1.2695883495130527, 0.6838877660697644, 0.17308528129089218];[27.47, -122.81, -6.62]
[  27.11668848 -119.142725      1.59543102];[0.6007440192003425, -1.2707335573707408, 0.516371491610192, 0.1726641724861709];[27.45, -122.8, 0.46]
[  27.11832627 -119.13799353    7.97751104];[0.7656202754335031, -1.2671837600203448, 0.3443413232532234, 0.17397747536848068];[27.62, -122.59, 7.25]
[  27.12056456 -119.13306876   14.36019973];[0.9243656567455373, -1.2583000535651014, 0.16843905756620212, 0.17742053915284792];[27.94, -122.3, 14.0]
[  27.1233252  -119.12767649   20.74336296];[1.0761861209399068, -1.243217584300374, -0.010905693970626372, 0.18370800002317733];[28.1, -121.84, 20.26]
[  33.50433319 -119.12040417   17.55476638];[0.9733027089055423, -1.3922102528174534, 0.061966536555052125, 0.36859227465874667];[33.6, -121.63, 17.45]
[  33.50144304 -119.12551544   11.17081013];[0.8200210417643369, -1.4053927052036363, 0.23789497659508393, 0.36428184538659825];[33.27, -121.81, 10.69]
[  33.49917129 -119.13022007    4.78729952];[0.6601233188712954, -1.412292577742957, 0.4100793093397521, 0.3622010952993145];[33.14, -122.08, 3.82]
[  33.49829609 -119.13249077   -1.59573592];[0.49459707631462557, -1.4135930486491854, 0.5779820330885476, 0.36182012243203676];[33.09, -122.29, -3.1]
[  33.5002235  -119.12790253   -7.97899098];[0.3244825519355168, -1.4095797879565632, 0.740844407652908, 0.3630039409865415];[33.15, -122.24, -9.91]
[  33.50281765 -119.12302809  -14.36274475];[0.1503790671132172, -1.3996411923398466, 0.8975392678305124, 0.3661119707343692];[33.39, -121.99, -16.64]
[  36.67482137 -125.47010099   11.16854854];[0.6351413852774438, -1.2911455446167523, 0.08910213211980433, 0.5605157195646631];[36.13, -127.41, 9.86]
[  36.67242944 -125.4746156     4.78642904];[0.48530772111014014, -1.2995154951526746, 0.25107948735970387, 0.5572260049154244];[35.88, -127.59, 3.63]
[  36.6714343  -125.47660106   -1.59545179];[0.3303299102229304, -1.3011282900867256, 0.4084195823764169, 0.5565903518123289];[35.89, -127.66, -3.2]
[  36.67356123 -125.47245465   -7.97747475];[0.1706641407669951, -1.2962010594987063, 0.5609011328967839, 0.5585211525874633];[35.99, -127.65, -9.99]
[  36.67619855 -125.46752898  -14.35960072];[0.006389505783517831, -1.2842904036017921, 0.7079728957220186, 0.5632689303777223];[36.0, -127.45, -16.46]
[  30.30413546 -125.46928368  -23.92829507];[-0.22724842891808966, -1.119362669976859, 0.9543861744252508, 0.39071236725963554];[30.67, -127.5, -26.1]
[  30.30130318 -125.47511951  -17.54779822];[-0.05431707047365543, -1.1408815476410707, 0.8136012494676821, 0.3803668209915124];[30.49, -127.84, -20.42]
[  30.29872374 -125.48034192  -11.16668154];[0.11389215403551099, -1.1550548490561472, 0.6670407107069042, 0.37384186779630657];[30.42, -128.04, -13.62]
[  30.2966271  -125.48485267   -4.7855968 ];[0.27769777382757954, -1.1626242966522606, 0.5149895794546149, 0.37045783659776954];[30.12, -128.08, -6.45]
[  30.29578042 -125.48689994    1.59517039];[0.4370410214976794, -1.1640759508263845, 0.3579293990309477, 0.3698082268913793];[29.87, -128.05, 0.29]
[  30.29761043 -125.48267259    7.97611167];[0.5916757806607824, -1.159631382796796, 0.19634385420501962, 0.37178898742504674];[29.98, -127.92, 6.95]
[  30.29995819 -125.47783513   14.3572629 ];[0.7410304019339153, -1.1488322077815016, 0.030345996471179658, 0.3766755477685242];[30.19, -127.55, 13.46]
[  30.30274646 -125.47215575   20.73821081];[0.8847258389680106, -1.1311024040986504, -0.1401505858340432, 0.3850088033677116];[30.29, -127.17, 19.81]
[  23.928295   -125.46928393   30.30413538];[1.1193626102855632, -0.9543862231431521, -0.3907123287376972, 0.22724846299230123];[24.54, -127.11, 29.26]
[  23.92509242 -125.47786541   23.92509244];[0.981975523048303, -0.981975547788854, -0.21142233936801436, 0.21142236621585606];[24.47, -127.5, 23.85]
[  23.92270546 -125.48326957   17.54533363];[0.8391927558593546, -1.0017752034803071, -0.03743345881773361, 0.2004937693957957];[24.5, -127.82, 17.43]
[  23.92052381 -125.48841577   11.16502929];[0.690782149565987, -1.0147342684090996, 0.1320533033065185, 0.19357501659046675];[24.55, -128.18, 10.85]
[  23.91878335 -125.49295933    4.78486229];[0.5369953106956229, -1.0216206332356161, 0.29730215436313284, 0.1899815108924748];[24.64, -128.56, 3.9]
[  23.91809416 -125.49506436   -1.59492278];[0.3783043602968771, -1.0229357854787982, 0.4582171929375747, 0.18929494497053792];[24.63, -128.74, -3.19]
[  23.91959498 -125.49074919   -7.9749074 ];[0.2152087670592883, -1.0189015269215895, 0.6145364513670677, 0.19139463881026397];[24.7, -128.68, -10.17]
[  23.92156325 -125.48593327  -14.35518909];[0.04784456112675341, -1.0090537273928575, 0.7656807265028738, 0.19658231931787107];[24.95, -128.41, -16.95]
[  23.92394165 -125.48038692  -20.7353904 ];[-0.12382669535957613, -0.9927958905948099, 0.9112969571455388, 0.20540245004251811];[25.05, -127.98, -23.34]
[  23.92664284 -125.47383647  -27.11480389];[-0.30032323304821384, -0.969235745328493, 1.051318864539807, 0.21865586471991155];[24.95, -127.7, -29.27]
[  17.54847061 -125.47161233  -30.30257388];[-0.38034385180886937, -0.8137039216160378, 1.141004334368001, 0.054269565445952156];[18.51, -127.99, -32.05]
[  17.54600589 -125.47982005  -23.92365592];[-0.20045899381804938, -0.8392958067617837, 1.001887847916248, 0.03738676638207458];[18.5, -128.2, -26.48]
[  17.54322746 -125.489729    -17.54322748];[-0.025719189745771365, -0.8574249699134432, 0.8574249045641085, 0.02571920111095452];[18.62, -128.57, -20.44]
[  17.54153407 -125.49487054  -11.16362237];[0.14472503487359215, -0.8693181646619886, 0.7076186813238322, 0.01825969418641807];[18.91, -129.03, -13.77]
[  17.5402005  -125.49947177   -4.78423805];[0.31105083930626737, -0.8756104962729386, 0.552533300363296, 0.01437657641666229];[19.1, -129.31, -6.91]
[  17.53967963 -125.50162968    1.59471214];[0.4731366726842468, -0.8768082375903277, 0.3926271933528387, 0.013637166341587431];[19.09, -129.3, 0.02]
[  17.54081988 -125.49722497    7.97388313];[0.6307130692691958, -0.8731289334489418, 0.22840606240804323, 0.01590360381849712];[18.89, -129.1, 6.9]
[  17.5423384  -125.49238251   14.35342046];[0.7832010987661496, -0.8641120865049482, 0.060020408293901276, 0.02150548016645823];[18.8, -128.59, 13.51]
[  17.54465614 -125.48452666   20.73352767];[0.9303482027634351, -0.8492239168581053, -0.11250663947479239, 0.03096312997370468];[18.82, -128.09, 19.92]
[  17.54719696 -125.47595597   27.11328514];[1.0720676005540424, -0.8274937919237321, -0.2896896054162767, 0.04511662069283506];[18.6, -127.71, 25.76]
[  17.54982073 -125.46670972   33.49133977];[1.2088200345483484, -0.7977549370691567, -0.4726366501565149, 0.06499403405274842];[18.54, -127.34, 32.04]
[  11.16940212 -125.46284925   36.67821417];[1.2914194804040766, -0.6353286053277132, -0.560499458104952, -0.08921988015798743];[12.22, -127.35, 35.45]
[  11.16756989 -125.47294188   30.30142268];[1.155315885523255, -0.6672385095378621, -0.3737952017303356, -0.1140151137673478];[11.96, -127.64, 29.65]
[  11.16594883 -125.48090313   23.92261339];[1.014981219189057, -0.6909867750296361, -0.19350084562881814, -0.1321789168187853];[12.15, -128.12, 23.56]
[  11.16415904 -125.4905597    17.54239663];[0.8694489599109654, -0.7077372535950892, -0.018202568610465528, -0.14479690821880686];[12.16, -128.76, 17.67]
[  11.16250435 -125.49997982   11.16250436];[0.7185531605705533, -0.7185531699144228, 0.1528333880980839, -0.15283339676577912];[12.49, -129.27, 11.04]
[  11.16162348 -125.50465817    4.78374242];[0.5625818419111326, -0.7243155187454494, 0.319887131029607, -0.15706425744204522];[12.73, -129.58, 4.2]
[  11.1612829  -125.50686334   -1.59454494];[0.4018518361746984, -0.725409788563288, 0.48276538993568324, -0.15786797251558343];[12.89, -129.76, -2.81]
[  11.16203142 -125.50236997   -7.97306959];[0.23686964761974524, -0.7220450853017498, 0.6411964006124502, -0.15540015769017382];[12.78, -129.67, -9.59]
[  11.16329543 -125.49541938  -14.35234655];[0.06782393011872295, -0.7138299102811598, 0.7946645217417668, -0.14933602666575893];[12.72, -129.29, -16.52]
[  11.16508684 -125.48539332  -20.73260296];[-0.10528395464559678, -0.700171599789588, 0.94289424212769, -0.13912010302951708];[12.8, -128.87, -22.44]
[  11.1667313  -125.47714793  -27.11217531];[-0.28295779774233365, -0.6800478736199418, 1.0857486266790366, -0.12384920422894874];[12.39, -128.4, -28.54]
[  11.16846122 -125.4682101   -33.49017913];[-0.466219196611242, -0.6523945430741337, 1.2238115494559272, -0.1025278063058836];[12.05, -128.06, -34.56]
[   4.78697454 -125.46369349  -36.67755051];[-0.5572032247169438, -0.48556139452408437, 1.2999297027332741, -0.2512880539800199];[5.33, -128.24, -37.33]
[   4.78617245 -125.47357883  -30.30075665];[-0.3703885337113237, -0.515260123913443, 1.1630232538945922, -0.2779190533992323];[5.23, -128.43, -31.77]
[   4.78546481 -125.48140538  -23.92201568];[-0.18986905322790565, -0.5372771995144198, 1.0220014221462115, -0.2975315633646377];[5.41, -128.94, -26.2]
[   4.78469215 -125.49091977  -17.54192338];[-0.014264187183580447, -0.5527435177687157, 0.8758705346562455, -0.31122101926267526];[5.43, -129.53, -20.31]
[   4.78397504 -125.50033627  -11.16217265];[0.1571355363995897, -0.5626883522484755, 0.7244349171553032, -0.31997299511324373];[5.59, -129.96, -13.84]
[   4.78339978 -125.50857384   -4.78339978];[0.32452632893391664, -0.5678810871602334, 0.5678810547282849, -0.3245263342845387];[5.62, -130.18, -7.31]
[   4.78325062 -125.51081962    1.59442936];[0.4878353209419661, -0.5688820948304204, 0.40670181435099845, -0.32540314866903164];[5.66, -130.24, -0.65]
[   4.78366764 -125.50460973    7.97265509];[0.6467766740172831, -0.5658431507549033, 0.24133651921245772, -0.3227401802623549];[5.68, -130.1, 6.42]
[   4.78431784 -125.49577143   14.35193909];[0.8008098095786018, -0.5583501658895799, 0.07193801311970244, -0.31616066436991913];[5.52, -129.65, 13.27]
[   4.78509445 -125.48577383   20.73207474];[0.9496074620863442, -0.54576683541025, -0.10150690669888138, -0.3050559516097101];[5.54, -128.94, 19.1]
[   4.78580618 -125.47770973   27.11153646];[1.093099798800912, -0.5271472571626771, -0.2794503634020226, -0.28852461800186807];[5.57, -128.48, 25.31]
[   4.78656232 -125.46894      33.4895032 ];[1.2319040992763752, -0.5014577640958072, -0.46288498241406567, -0.2655635919158794];[5.7, -128.06, 31.76]
[  -1.59566364 -125.46385316   36.67741457];[1.3016120696267615, -0.33059122474256925, -0.55656420679522, -0.4086984261610789];[-0.65, -128.06, 35.14]
[  -1.59539514 -125.47369733   30.30062107];[1.164543498393849, -0.35820800949249876, -0.36972753534369196, -0.43733909966419865];[-1.23, -128.24, 29.59]
[  -1.59515838 -125.48149702   23.92189447];[1.023383189403946, -0.37859468110239697, -0.18916331079254833, -0.45852806116513223];[-1.66, -128.76, 23.37]
[  -1.59490044 -125.49098271   17.54182767];[0.877132061412279, -0.39285599883382843, -0.013497508049318513, -0.4733821115627506];[-1.6, -129.31, 17.55]
[  -1.59466086 -125.50039828   11.16210567];[0.7255884292177962, -0.40199076347549406, 0.15797450959639156, -0.48291458501943896];[-1.61, -129.82, 11.11]
[  -1.59446867 -125.50864492    4.78336882];[0.5689356390394973, -0.40674848829352517, 0.32544619600705244, -0.48788549390395897];[-1.39, -130.12, 4.26]
[  -1.59439383 -125.51227544   -1.59439382];[0.40763522810492925, -0.4076352509657699, 0.48881137055133045, -0.48881141738808986];[-1.39, -130.3, -2.62]
[  -1.59455816 -125.50467498   -7.9726053 ];[0.24221500800582169, -0.40488200579421774, 0.6478797503049397, -0.4859350527534536];[-1.44, -130.23, -9.49]
[  -1.59477539 -125.49583267  -14.35185676];[0.0727396136692797, -0.3980098108637308, 0.8020159949294923, -0.47875830992282475];[-1.53, -129.91, -16.31]
[  -1.59503486 -125.48584093  -20.73196778];[-0.1007723042975645, -0.38643000963886, 0.950927510572368, -0.466685450452052];[-1.63, -129.29, -21.95]
[  -1.59527258 -125.47781328  -27.11140668];[-0.27876934580431906, -0.36922611967545893, 1.0945481996136686, -0.44878482108272505];[-1.59, -128.77, -27.49]
[  -1.59552562 -125.469077    -33.48936524];[-0.4622384056757653, -0.3453871664492527, 1.2335020854287186, -0.42403541127956734];[-1.6, -128.57, -33.75]
[  -7.97823432 -125.46336492  -36.67781916];[-0.5585015989522025, -0.17082480164470784, 1.2965452568905895, -0.5611241870516478];[-7.74, -128.56, -36.85]
[  -7.97690881 -125.47333293  -30.3010254 ];[-0.3717309675589845, -0.19651319485424765, 1.159961472094166, -0.5919128572102508];[-8.2, -128.72, -31.33]
[  -7.97573807 -125.4812132   -23.92225643];[-0.19130126934292443, -0.2153832384647623, 1.0192155158293015, -0.6147828706935353];[-8.7, -129.17, -25.82]
[  -7.97445411 -125.49078474  -17.54211373];[-0.015818672056010674, -0.22852388093518455, 0.8733245616648194, -0.6308809323172706];[-8.75, -129.66, -20.13]
[  -7.9732643  -125.5002029   -11.16230594];[0.15543597212841803, -0.23690916838421566, 0.72210490958089, -0.6412530828137741];[-8.74, -130.07, -13.66]
[  -7.97245859 -125.50677974   -4.78355028];[0.32269710345104824, -0.24129713912786765, 0.5657896526831903, -0.6467199446315582];[-8.65, -130.19, -7.07]
[  -7.97221246 -125.50900618    1.59448012];[0.4858351243025474, -0.24213645713698156, 0.4047889636134684, -0.6477664258357259];[-8.7, -130.23, -0.6]
[  -7.97275424 -125.50446967    7.97275424];[0.644547653884891, -0.2395577204514358, 0.23955769956474032, -0.6445476846102004];[-8.73, -130.05, 6.52]
[  -7.97383309 -125.49563968   14.3521029 ];[0.7983744488941853, -0.2332583071496761, 0.07031345171927982, -0.636726113869205];[-8.9, -129.58, 13.3]
[  -7.97512146 -125.48563056   20.73228733];[0.9469446430764379, -0.222609005165802, -0.10299704724521953, -0.623614815554039];[-9.09, -129.02, 19.54]
[  -7.97630298 -125.47749377   27.11179399];[1.0901810695185048, -0.20672327702058463, -0.2808329918972392, -0.6042544452846393];[-8.79, -128.5, 25.73]
[  -7.97755331 -125.46865701   33.48977632];[1.2286875309339933, -0.18460321483207975, -0.4641984978213419, -0.577597051489688];[-8.6, -128.11, 32.02]
[ -14.36042662 -125.46211919   36.67872616];[1.2844940783910945, -0.006469444630645332, -0.563256172976299, -0.7081192149115032];[-14.76, -127.95, 35.46]
[ -14.35811065 -125.47237974   30.30194169];[1.1490240683961843, -0.030428316156502405, -0.37664053621005367, -0.7411832656270088];[-15.11, -128.16, 29.82]
[ -14.35605677 -125.48044973   23.92308185];[1.0092334884538645, -0.047927567236386026, -0.19652764130698064, -0.7658374681918192];[-15.32, -128.6, 23.67]
[ -14.35376837 -125.49021883   17.5427691 ];[0.8641775657336715, -0.060052989536882206, -0.02147664626491745, -0.7832635799971548];[-15.44, -129.03, 17.52]
[ -14.35199408 -125.4975847    11.16302396];[0.7137702056933591, -0.06779164485909067, 0.14930001315069924, -0.7946017637449466];[-15.57, -129.46, 10.98]
[ -14.35088144 -125.50222233    4.78397275];[0.5581913339704766, -0.07184239917311466, 0.3160323632989386, -0.8006224052306921];[-15.69, -129.8, 4.08]
[ -14.35044923 -125.50440461   -1.59462264];[0.3978255695388848, -0.07261275473155096, 0.47856054657913927, -0.8017669317475548];[-15.7, -129.98, -3.06]
[ -14.35139739 -125.49995535   -7.97344767];[0.233179449668088, -0.07024933122959248, 0.6366133961789022, -0.7982491284629607];[-15.52, -129.85, -9.76]
[ -14.35266772 -125.49508445  -14.35266773];[0.06440808664257311, -0.06440811652571449, 0.7896138782649653, -0.789613929832452];[-15.53, -129.49, -16.28]
[ -14.35495041 -125.48503641  -20.73301794];[-0.10842789807111711, -0.05460052632528989, 0.9373904686625494, -0.7753869643613007];[-15.67, -129.05, -22.44]
[ -14.35704867 -125.47664647  -27.11267475];[-0.2858843307936389, -0.039908896075746686, 1.0797385670392283, -0.7544746540437157];[-15.67, -128.61, -27.87]
[ -14.35923813 -125.4675727   -33.49070369];[-0.469006235667334, -0.019337549969364876, 1.2172155677145333, -0.7257955857887658];[-15.38, -128.3, -34.05]
[ -20.73856837 -125.47059738  -30.30330902];[-0.38499840541556213, 0.14013193373406568, 1.131156628121896, -0.8847733121730512];[-21.37, -128.24, -31.94]
[ -20.73571919 -125.47897433  -23.92432869];[-0.20538805257742115, 0.12380985422108479, 0.9928417537076041, -0.9113409410632721];[-21.53, -128.5, -25.89]
[ -20.73301796 -125.48668733  -17.54423177];[-0.030992276089642334, 0.11253202825351935, 0.8491589412697511, -0.9302802495969547];[-21.71, -128.91, -19.93]
[ -20.73107011 -125.49182323  -11.16429295];[0.13901268514881265, 0.10535831256999136, 0.6999953529405725, -0.9426909451260578];[-21.74, -129.27, -13.57]
[ -20.72952713 -125.49639291   -4.7845354 ];[0.30484469305209166, 0.10162848148443347, 0.5455065558398495, -0.9492707658319622];[-21.99, -129.56, -6.81]
[ -20.72892063 -125.49852505    1.59481247];[0.4663936865876593, 0.10091716512455634, 0.38615780470370087, -0.9505251958316583];[-22.06, -129.59, 0.06]
[ -20.73024512 -125.49416511    7.9743711 ];[0.6233931206879029, 0.10309520637540069, 0.2224527078180515, -0.9466742857586175];[-22.01, -129.43, 7.14]
[ -20.73199667 -125.48934126   14.35426331];[0.7752632956965071, 0.10847819067211366, 0.05453550254944896, -0.9372545276449542];[-21.89, -128.94, 14.01]
[ -20.7341268  -125.48382428   20.7341268 ];[0.921664358535438, 0.11761362083178754, -0.11761363515422432, -0.9216644041934622];[-21.88, -128.56, 20.23]
[ -20.73709716 -125.47503557   27.11399804];[1.062634097993024, 0.13127657608732318, -0.29446668298143175, -0.8990811549707458];[-21.89, -128.18, 26.4]
[ -20.74012487 -125.4655772    33.49207513];[1.198526760585469, 0.15052487812722665, -0.4772040127667893, -0.8682423619492958];[-21.81, -127.76, 32.72]
[ -27.11480395 -125.4738362    23.92664292];[0.9692356807727116, 0.30032326266989395, -0.21865586752244529, -1.0513189348606942];[-27.94, -128.19, 24.07]
[ -27.11218149 -125.47943334   17.54652476];[0.8273907953898442, 0.2897186313363933, -0.04516378812983354, -1.0719498686773141];[-27.81, -128.56, 17.7]
[ -27.10978841 -125.48460752   11.16582689];[0.679846248627896, 0.28301841199525246, 0.12372467579565063, -1.0854944304819212];[-27.69, -128.84, 11.08]
[ -27.10786312 -125.48913108    4.78521664];[0.5268704709091004, 0.27954144752699295, 0.28829879993269014, -1.0927094036039242];[-27.19, -129.1, 3.94]
[ -27.10709393 -125.4912078    -1.59504239];[0.3689410094031168, 0.2788757205466723, 0.44847977921904525, -1.0940900973628176];[-27.0, -129.11, -3.2]
[ -27.10876325 -125.48693699   -7.97548853];[0.2065510154313604, 0.2809088968153086, 0.6040122287950629, -1.0898586373193768];[-27.13, -129.06, -9.87]
[ -27.11093087 -125.4821171   -14.3561907 ];[0.03982606064549819, 0.2859293714382661, 0.7543196137903906, -1.0795526412441219];[-27.53, -128.7, -16.31]
[ -27.11352984 -125.47651777  -20.73675465];[-0.13129434035279144, 0.29447924824924443, 0.8990354449656318, -1.0625842290210714];[-27.78, -128.27, -22.6]
[ -27.11569183 -125.47230047  -27.11569184];[-0.30738089944840036, 0.3073809201226466, 1.0379848154521583, -1.0379848613018634];[-27.77, -128.0, -28.32]
[ -33.48988404 -125.47024721  -17.54914793];[-0.06504166143344284, 0.47265294738004004, 0.7976529721972924, -1.2086918808099916];[-33.24, -128.31, -19.51]
[ -33.48714755 -125.47554172  -11.16758985];[0.10240705065147969, 0.46625118330745796, 0.6522014602953298, -1.2235439995590414];[-33.18, -128.54, -12.91]
[ -33.48489447 -125.48004867   -4.78600136];[0.2653479319545008, 0.46293167960388126, 0.5011948551915972, -1.2314972347542237];[-33.13, -128.64, -6.17]
[ -33.48397255 -125.48206544    1.59530733];[0.42374607778078877, 0.46229255082994136, 0.3451162872947353, -1.2330260769165307];[-33.22, -128.68, 0.39]
[ -33.48595531 -125.47787992    7.97677449];[0.5773662693218695, 0.4642379117795654, 0.18443763043258, -1.228350228789143];[-33.52, -128.61, 7.26]
[ -33.48846119 -125.47300854   14.35840108];[0.7256455575465461, 0.46903061325038875, 0.019256094328608045, -1.2170178208990046];[-33.67, -128.28, 13.81]
[ -33.49140183 -125.46721722   20.73975105];[0.8681931851367116, 0.47721181803681834, -0.15054445670220412, -1.1984677296508393];[-33.88, -127.89, 20.29]
[ -36.65505043 -131.81212367  -11.16416224];[-0.046007481875377274, 0.6676676437418125, 0.4750896783724243, -1.1157155877793352];[-36.27, -134.01, -12.72]
[ -36.6527502  -131.81662765   -4.78461441];[0.10917467534468564, 0.6631525955112282, 0.3324711364856465, -1.1247168839844357];[-36.23, -134.11, -6.35]
[ -36.65170492 -131.81836944    1.5948492 ];[0.25926631909939407, 0.6622647184632607, 0.18483662275327561, -1.126466412045924];[-36.23, -134.16, 0.3]
[ -36.65386819 -131.81455166    7.97441039];[0.40441667497919925, 0.6649418714948733, 0.03223751047885541, -1.1211437575445213];[-36.36, -133.99, 7.07]
[ -36.65628444 -131.80931373   14.35378466];[0.5444763375460545, 0.6713826376426343, -0.1256156913245062, -1.1083845489983477];[-36.61, -133.64, 13.56]
[ -30.28995432 -131.81098236   23.9180738 ];[0.7836020110269021, 0.5048140741278178, -0.34816247651889415, -0.9453210811209984];[-30.67, -133.51, 23.5]
[ -30.28761529 -131.81790076   17.54109497];[0.6487552985954254, 0.4918468892652499, -0.18036471870604304, -0.968259606654472];[-30.46, -133.82, 17.4]
[ -30.28527431 -131.82356106   11.16272652];[0.5089700408861793, 0.4834305199834233, -0.018479313186410037, -0.9835408410534849];[-30.35, -134.19, 10.91]
[ -30.28324023 -131.82795242    4.78396735];[0.3642577917838833, 0.478955725325777, 0.13822467062267724, -0.9917882772154016];[-30.0, -134.41, 3.97]
[ -30.2823596  -131.82973376   -1.59463013];[0.2147405237667097, 0.4780804872382614, 0.29008323987227624, -0.9933874505272952];[-29.71, -134.5, -2.81]
[ -30.28421396 -131.8259004    -7.9733552 ];[0.060493474844111036, 0.48072782525886526, 0.43722444568603624, -0.9885169829678111];[-29.82, -134.42, -9.52]
[ -30.28641211 -131.82090731  -14.35200409];[-0.09874092970665567, 0.48711443386166753, 0.5794824709629114, -0.9768105669762747];[-29.96, -134.14, -15.97]
[ -30.28886834 -131.81449006  -20.72988329];[-0.2634561506852292, 0.49771224909584133, 0.7167925023413966, -0.9578028516495483];[-30.04, -133.75, -21.85]
[ -23.91807374 -131.81098254  -30.28995421];[-0.5048140237283556, 0.3481625140595625, 0.945321021646896, -0.7836020655429103];[-24.03, -133.64, -31.4]
[ -23.91569823 -131.81990065  -23.91569822];[-0.32942109641438, 0.3294211164071697, 0.8128850692709595, -0.8128851140386044];[-23.98, -133.9, -25.8]
[ -23.91368503 -131.82617386  -17.53922742];[-0.16090205469699081, 0.31616889910027474, 0.6760502280240849, -0.8341320815943598];[-24.08, -134.26, -19.81]
[ -23.91168032 -131.83161457  -11.16145125];[0.001988814410624165, 0.307547282548704, 0.5344629309927602, -0.8482359024421757];[-23.94, -134.46, -13.55]
[ -23.90999326 -131.83595861   -4.78339541];[0.15991519661329967, 0.3029612025175594, 0.38811090174543844, -0.8558276194655212];[-23.74, -134.51, -6.74]
[ -23.90928456 -131.83777739    1.59443666];[0.31317367539726887, 0.30206800506105813, 0.23710957761096962, -0.8572966816211014];[-23.81, -134.62, 0.29]
[ -23.91079348 -131.8339097     7.97242073];[0.46187828179831325, 0.3047765739342948, 0.08154880709678122, -0.8528185380723934];[-24.13, -134.56, 7.18]
[ -23.91264706 -131.82904774   14.35041564];[0.6058547017312904, 0.31132285871778587, -0.07880621985507114, -0.8420295065894305];[-24.5, -134.29, 13.82]
[ -23.9147834  -131.82294641   20.72777812];[0.7450582401553947, 0.32216728531538324, -0.2443946928552533, -0.8244585672585136];[-24.6, -134.01, 20.14]
[ -23.91684461 -131.81583783   27.10319535];[0.8796155696242437, 0.338038974588737, -0.4161485459668927, -0.7993217137182974];[-24.6, -133.69, 26.58]
[ -17.5418111  -131.81527755   30.28898016];[0.96835538219986, 0.18033548847503136, -0.4918388863962601, -0.6488305702878447];[-18.27, -133.67, 29.33]
[ -17.53992382 -131.82360636   23.91467373];[0.8342174084373151, 0.16087231654679818, -0.316148996899773, -0.6761263097532464];[-17.93, -133.98, 23.67]
[ -17.53768871 -131.83191555   17.53768871];[0.6957987761522793, 0.14707805593082954, -0.14707800524438702, -0.6957988549294609];[-18.25, -134.4, 17.58]
[ -17.53612882 -131.83724439   11.16040405];[0.5528536764728533, 0.1380625146823072, 0.016586295043102273, -0.7088633391709513];[-18.57, -134.85, 11.12]
[ -17.53484272 -131.8415808     4.78292649];[0.40526787836205336, 0.1332625053396719, 0.1754413857642488, -0.7158789778578933];[-18.53, -135.23, 4.13]
[ -17.5343134  -131.84343261   -1.5942781 ];[0.2531486330521462, 0.13233071891588546, 0.32975654124124776, -0.7172345784215521];[-18.46, -135.45, -3.32]
[ -17.53544903 -131.83952329   -7.97165415];[0.09659345362877908, 0.1351620991604553, 0.479637618455013, -0.7130998629921981];[-18.34, -135.3, -10.1]
[ -17.53687737 -131.8347196   -14.34910945];[-0.06461736044147572, 0.14201284230060374, 0.6249075537991853, -0.7031187821786756];[-18.65, -134.87, -16.22]
[ -17.53886892 -131.82763252  -20.72641608];[-0.23087358564139937, 0.15332519706480183, 0.765576592388904, -0.6868536165198841];[-18.46, -134.31, -21.77]
[ -17.54083199 -131.81980442  -27.1021672 ];[-0.4030670764503421, 0.16983399285423814, 0.9017720347237056, -0.6634930152906215];[-18.26, -133.99, -28.07]
[ -17.54284624 -131.80988342  -33.47484955];[-0.5827491630285961, 0.1925385884954251, 1.0340986588729548, -0.6319564146536736];[-18.03, -133.82, -34.29]
[ -11.16510488 -131.80660117  -36.658854  ];[-0.6676839052787209, 0.04593179884840942, 1.1159412701355147, -0.4752238826434972];[-11.46, -133.78, -37.29]
[ -11.16368372 -131.81787666  -30.28821633];[-0.48341284825710834, 0.018395744224213542, 0.9837507688113838, -0.5091165453909505];[-11.35, -134.0, -31.76]
[ -11.16242258 -131.82583238  -23.91390444];[-0.30750242015227625, -0.002076823049360063, 0.8484303327926505, -0.534616736568493];[-11.46, -134.24, -25.72]
[ -11.1609769  -131.83384271  -17.53705268];[-0.13802239590343135, -0.016638793879826905, 0.7089670544155254, -0.5529458428530257];[-11.76, -134.89, -20.24]
[ -11.15964141 -131.8409097   -11.15964141];[0.0261567684174719, -0.026156771942647983, 0.5650313271192462, -0.5650313592469376];[-12.06, -135.39, -13.88]
[ -11.15879761 -131.84526629   -4.78258433];[0.18565116680118884, -0.031244778114570756, 0.4165973939074482, -0.5715336429301823];[-12.22, -135.6, -7.3]
