# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle;Real Position
[ -20.71573562 -138.17242579  -11.15673754];[-0.11951888055840432, 0.34252919520775094, 0.3944485499654579, -0.6218796518888378];[-19.31, -140.47, -13.87]
[ -20.71432792 -138.1766887    -4.78142935];[0.0334794091954352, 0.3369511523116812, 0.25355370353903767, -0.6297111168816096];[-22.64, -141.22, -8.18]
[ -20.71369759 -138.17824266    1.59378254];[0.18137412973284664, 0.3358556131871386, 0.10802973416139124, -0.631237681840843];[-21.68, -140.99, -0.59]
[ -20.71500896 -138.17475613    7.96911213];[0.3245712900218423, 0.33916538521721623, -0.0423490393809615, -0.6266018777722426];[-21.75, -140.74, 5.85]
[ -20.71650037 -138.16966426   14.34419962];[0.46320741968857315, 0.3470893869060169, -0.19811526269318275, -0.615498292785397];[-21.36, -140.34, 11.96]
[ -20.71809839 -138.16262681   20.71809836];[0.5974836603145155, 0.360072166181968, -0.3600721411105234, -0.5974837000759345];[-21.93, -140.26, 20.04]
[ -20.7194429  -138.15336493   27.0890296 ];[0.7277405781753704, 0.37886800896521056, -0.5295892023920231, -0.571770798167443];[-21.77, -139.79, 26.38]
[ -27.08914625 -138.14958571   23.90492042];[0.6364629720011087, 0.5381586566988819, -0.46247806309625394, -0.7150423613310095];[-28.17, -139.98, 23.88]
[ -27.0875915  -138.15815469   17.53228874];[0.5059611083384036, 0.5224690898742452, -0.2972366231678095, -0.7383323070914962];[-25.32, -140.44, 18.0]
[ -27.08574576 -138.16450675   11.1574149 ];[0.3710358418665875, 0.5121689801175159, -0.1391109550477938, -0.7538720784055035];[-28.27, -140.39, 11.48]
[ -27.08399336 -138.16888928    4.78174438];[0.2314626754593639, 0.5066375341456167, 0.013036189113061578, -0.7622845817628943];[-28.32, -140.6, 4.23]
[ -27.08317752 -138.17042597   -1.59388994];[0.08708483676260133, 0.5055474469838276, 0.15987939283665997, -0.7639255351344711];[-27.82, -140.49, -2.03]
[ -27.08485184 -138.16692325   -7.96961954];[-0.062339647182400176, 0.5088339156233079, 0.3018409913431858, -0.7589435895005462];[-28.31, -140.5, -9.65]
[ -27.08666417 -138.16160265  -14.34501651];[-0.21736949615557394, 0.516691656027511, 0.43906795997509585, -0.7470232276600883];[-27.98, -140.26, -16.36]
[ -27.08850643 -138.15408263  -20.71906279];[-0.3788708634511159, 0.5295881151032547, 0.5717476148677304, -0.7277132181109823];[-28.03, -140.05, -22.97]
[ -27.08918672 -138.14484216  -27.08918665];[-0.5483184052747134, 0.5483184105047716, 0.700161350660379, -0.700161325636484];[-28.03, -139.82, -29.11]
[ -33.45285492 -138.14520018  -17.53329873];[-0.3232452916647663, 0.7016368463076346, 0.4723515966965909, -0.8661345050662634];[-34.22, -140.17, -20.08]
[ -33.45093687 -138.15213748  -11.15818407];[-0.16583107552743687, 0.6911018749712632, 0.3394057820269999, -0.8828714616637299];[-34.44, -140.42, -13.8]
[ -33.44893559 -138.15673591   -4.78210649];[-0.014745012834326318, 0.6854469387430351, 0.20156166279066928, -0.8919449863355841];[-34.43, -140.62, -7.2]
[ -33.4479408  -138.15825599    1.59401369];[0.13075185159330116, 0.6843278505934058, 0.05866481215902905, -0.8937167312227337];[-34.51, -140.67, -0.56]
[ -33.4499377  -138.15470449    7.9702001 ];[0.2711057992179367, 0.6876933558118803, -0.0895518118511934, -0.8883400668750554];[-32.96, -140.57, 6.75]
[ -33.45191707 -138.14899147   14.34593329];[0.40648080749404497, 0.6957253950472232, -0.24368419222796303, -0.8754916183278443];[-32.99, -140.3, 13.5]
[ -36.59476937 -144.46382014   -4.77915976];[-0.17635227683991533, 0.9097273205441635, 0.03298387659635556, -0.7927722602655266];[-36.61, -146.2, -6.19]
[ -36.5937019  -144.46518335    1.59303764];[-0.03525573381905203, 0.9082581076946664, -0.10500488389238001, -0.794693340153301];[-36.74, -146.18, -0.07]
[ -30.24928767 -144.47483393   17.52202309];[0.33490952082343983, 0.7403064229655715, -0.4443247656818395, -0.6416068084176956];[-30.9, -146.01, 16.62]
[ -30.24818976 -144.48340323   11.1514643 ];[0.20574761865695362, 0.7276379281262482, -0.2882538779215005, -0.658550056918398];[-30.73, -146.35, 10.47]
[ -30.24661316 -144.48839294    4.77930843];[0.07165912358469737, 0.7208251958347152, -0.1396437209769457, -0.6677228209478702];[-30.58, -146.56, 3.64]
[ -30.24570281 -144.48971579   -1.59308304];[-0.06776555052774008, 0.7194727051036567, 0.0026411632149598574, -0.6695202449078413];[-30.49, -146.56, -2.82]
[ -30.24744716 -144.48630256   -7.96548879];[-0.21309885151329055, 0.7235337234636451, 0.13934341198548453, -0.6640775974819438];[-30.48, -146.43, -9.21]
[ -30.2488158  -144.4796197   -14.33705049];[-0.36526300926224164, 0.733199683179404, 0.2709195368802296, -0.6510858591592663];[-30.52, -146.23, -15.9]
[ -30.24954998 -144.46886904  -20.70609312];[-0.5256915723852033, 0.7490780218421913, 0.3977749572556788, -0.6300033264668877];[-30.29, -146.04, -22.46]
[ -23.88984927 -144.47901829  -23.88984918];[-0.5833310254903433, 0.5833310607246917, 0.4929205429033344, -0.49292049467022214];[-24.13, -146.18, -25.35]
[ -23.88921912 -144.49059112  -17.52241282];[-0.4183719604507224, 0.5647362083520608, 0.36627994507675554, -0.5168207293898816];[-24.1, -146.38, -20.02]
[ -23.88799756 -144.49824457  -11.15154177];[-0.26210974743817816, 0.5525249981167067, 0.23544670761784844, -0.5327023096488406];[-24.15, -146.44, -13.47]
[ -23.88660122 -144.50286218   -4.77930276];[-0.11288374626358202, 0.5459504522557933, 0.09996533765300826, -0.5412959835367046];[-24.03, -146.51, -6.89]
[ -23.88587429 -144.50417426    1.59307817];[0.03035472079301357, 0.5446496878736157, -0.04056904110602644, -0.5429795918760986];[-24.05, -146.49, -0.47]
[ -23.88731226 -144.50089711    7.96550566];[0.16831197565124256, 0.5485636936211861, -0.18669316046326123, -0.5378813245523524];[-24.13, -146.34, 6.43]
[ -23.88864107 -144.49484188   14.33724474];[0.30141883795112157, 0.5578898966817476, -0.33927596481878325, -0.525706952591352];[-24.19, -146.06, 13.38]
[ -23.88969718 -144.48534642   20.70678816];[0.43009005604135453, 0.5731700246012719, -0.49962706131417645, -0.5059409417416092];[-24.05, -145.86, 19.71]
[ -23.8894323  -144.47135616   27.07082428];[0.5548722867850611, 0.5954096327912716, -0.6698513769161086, -0.4775590236336451];[-23.87, -145.7, 26.18]
[ -17.52298815 -144.4739099    30.25114935];[0.641662905794338, 0.4443376253511816, -0.7403421750020759, -0.3349405609550657];[-17.39, -145.98, 29.16]
[ -17.5232907  -144.48957205   23.89047159];[0.5168677726413651, 0.41837659221020035, -0.5647502221226292, -0.36631683229874906];[-17.4, -146.07, 23.33]
[ -17.52267846 -144.49998349   17.52267841];[0.38882941803659365, 0.39996129952944515, -0.3999612618828259, -0.3888293819116782];[-17.4, -146.29, 16.97]
[ -17.52162989 -144.50708998   11.15159021];[0.2567856522562086, 0.38783093929158186, -0.24347633961791418, -0.4037780288982037];[-17.48, -146.49, 10.58]
[ -17.52054137 -144.51148886    4.77929565];[0.12027922383214684, 0.3812935975660744, -0.09374438539781282, -0.4118628614522156];[-17.43, -146.58, 3.76]
[ -17.52000579 -144.51279748   -1.59307361];[-0.021090548403246902, 0.380003799229095, 0.050225389783806355, -0.4134469328121149];[-17.33, -146.54, -2.86]
[ -17.52108489 -144.5095965    -7.96551268];[-0.1678375478015437, 0.38389154188191604, 0.18911551906091145, -0.4086506843903779];[-17.49, -146.42, -9.34]
[ -17.5221661  -144.50391423  -14.33737419];[-0.320794692281749, 0.39316345807427916, 0.32333942939281185, -0.39719474613855216];[-17.47, -146.24, -15.93]
[ -17.52307518 -144.49525658  -20.70718129];[-0.48118987481171116, 0.4083224207084211, 0.45331351249739715, -0.3785812228145261];[-17.36, -146.2, -22.26]
[ -17.52317873 -144.4827277   -27.07186264];[-0.6509844129735748, 0.43029903680673126, 0.579593161391644, -0.3518515281556205];[-17.26, -146.13, -28.42]
[ -11.15267553 -144.48133085  -30.2519699 ];[-0.7277035181420936, 0.2882554580041339, 0.6586736510057177, -0.20580096002167764];[-10.8, -146.24, -31.43]
[ -11.15271303 -144.4958861   -23.8907018 ];[-0.552549797664241, 0.26209649095762677, 0.5328114172142343, -0.23551542409500775];[-10.79, -146.32, -26.12]
[ -11.15225194 -144.50563713  -17.52270066];[-0.3878288092503924, 0.24346413976738274, 0.4038331672765059, -0.2568300954981183];[-10.7, -146.43, -19.99]
[ -11.1517872  -144.51183373  -11.15178717];[-0.2311564329964036, 0.23115648935339456, 0.2709905887493523, -0.2709905474770574];[-10.69, -146.46, -13.38]
[ -11.15106941 -144.51609891   -4.77935992];[-0.08105723102386012, 0.2245207850550001, 0.13378359476305424, -0.27863553291042203];[-10.82, -146.68, -7.07]
[ -11.15072831 -144.51740384    1.59309349];[0.06342441247219027, 0.2232144513584468, -0.008164700714464464, -0.28013411672599664];[-11.07, -146.64, -0.28]
[ -11.15142367 -144.51425143    7.96563332];[0.20295532387554316, 0.22715745162706635, -0.1553537022016367, -0.27559824213862943];[-11.0, -146.38, 6.43]
[ -11.1519926  -144.50915981   14.33746645];[0.3379269300570897, 0.23657063239290577, -0.30859607366123576, -0.26475216882658237];[-10.8, -146.21, 12.77]
[ -11.1525493  -144.50116259   20.70731179];[0.46877277687962, 0.2519305137457199, -0.46906066235786203, -0.2471298614646252];[-10.86, -146.08, 19.31]
[ -11.15271171 -144.48952318   27.07232716];[0.5960549728431652, 0.27412792674492287, -0.6386220531992522, -0.22181620327317733];[-10.75, -145.98, 25.87]
[ -11.15255375 -144.47069041   33.42880947];[0.7209010015069257, 0.3048161132129704, -0.8203403138343802, -0.18711571420520862];[-10.5, -145.8, 32.44]
[  -4.77995722 -144.4613676    36.60258806];[0.792987556346337, 0.1763666672054791, -0.9099176863196831, -0.033003278706045275];[-4.05, -145.65, 35.65]
[  -4.7800816  -144.48510736   30.25233108];[0.6679164515976637, 0.13961580408909946, -0.7209194415010974, -0.07172205471995816];[-4.04, -145.74, 29.76]
[  -4.78006481 -144.49910245   23.8907711 ];[0.5414701948183843, 0.11283375254062261, -0.5459844331943878, -0.10005135533844148];[-4.3, -145.97, 23.23]
[  -4.77985209 -144.50851595   17.5226755 ];[0.41197646834345764, 0.09369840024814571, -0.38128657256915144, -0.1203523026258119];[-4.44, -146.17, 16.95]
[  -4.77963716 -144.51455184   11.15172646];[0.2786846001548889, 0.08103166389390365, -0.22450462596313595, -0.13382294154409652];[-4.31, -146.38, 10.48]
[  -4.77954092 -144.51752321    4.77954092];[0.14112471802810453, 0.07417853409752924, -0.07417850814804797, -0.14112472184155897];[-4.45, -146.9, 4.07]
[  -4.77939515 -144.51882078   -1.5931531 ];[-0.0011495032047979699, 0.07283560723447813, 0.0705938242384271, -0.1425511369124487];[-4.42, -146.94, -2.72]
[  -4.77957155 -144.51639997   -7.96573754];[-0.14860218127838404, 0.0769051220927493, 0.21046416270784574, -0.1382181813570119];[-4.42, -146.71, -8.96]
[  -4.77973256 -144.51194448  -14.33741454];[-0.3020129981612319, 0.08660672215171447, 0.345837247737773, -0.1278904553046836];[-4.27, -146.53, -15.31]
[  -4.77998913 -144.50416806  -20.70733677];[-0.46252670925701667, 0.10239853564176561, 0.4771659524343965, -0.11111644460934561];[-4.07, -146.39, -21.82]
[  -4.78007909 -144.49298318  -27.07251112];[-0.6319775583775477, 0.12516555216334266, 0.6049975652283954, -0.08699429772819749];[-3.97, -146.2, -28.07]
[  -4.78005197 -144.47488767  -33.42944415];[-0.8133403318947495, 0.15651372805280953, 0.7304579027379337, -0.05389841792603957];[-3.46, -145.94, -34.52]
[   1.59334564 -144.46228869  -36.60278834];[-0.9084777842021808, 0.035244507034603564, 0.79494553859083, 0.10500679156087918];[2.72, -145.77, -37.76]
[   1.59338379 -144.48583576  -30.25239596];[-0.7195819528366059, -0.002702482391905594, 0.6697484625349989, 0.06771793073102449];[2.74, -146.0, -32.16]
[   1.5933761  -144.49972299  -23.89078041];[-0.5446888257975537, -0.030442721585041434, 0.5431858319574321, 0.04049491501895548];[2.6, -146.13, -25.86]
[   1.59330423 -144.50907121  -17.52266754];[-0.3799944560566537, -0.05030597195987653, 0.41358944473563647, 0.02102123638287813];[2.58, -146.25, -19.57]
[   1.59323159 -144.51507646  -11.15171264];[-0.22318979439197228, -0.06347679760621439, 0.28020813045688264, 0.008118971748471482];[2.65, -146.6, -13.03]
[   1.59319869 -144.518036     -4.77953233];[-0.0728220474365231, -0.07061186861108848, 0.14257156177344757, 0.0011337481204235361];[2.61, -147.05, -6.65]
[   1.59320142 -144.51844665    1.59320128];[0.07202755516131362, -0.07202744101897948, 0.0002513635966476767, -0.00025135213908787646];[2.47, -146.96, 0.34]
[   1.59320929 -144.51691653    7.96572527];[0.21194768851128026, -0.06777211630489835, -0.14726864358868216, 0.003913381788294826];[2.44, -146.32, 6.54]
[   1.59326387 -144.51248172   14.3374019 ];[0.347403826945738, -0.05767737516755256, -0.30071229230705365, 0.0137989334096138];[2.66, -145.95, 12.99]
[   1.59335054 -144.50474763   20.70733807];[0.4788287363740237, -0.04127087488824253, -0.46123670683251083, 0.029877237664765924];[2.8, -145.76, 19.41]
[   1.59338182 -144.49365066   27.07254217];[0.6067697336505067, -0.017660329139657722, -0.6306669065546388, 0.053034835918328194];[2.77, -145.45, 26.0]
[   1.59337536 -144.47569703   33.42956146];[0.7323524368129709, 0.014762136441353928, -0.8119610655227936, 0.08487290389246502];[2.9, -145.22, 32.65]
[   7.96656518 -144.48362415   30.25219412];[0.6642359429149228, -0.1394038221586451, -0.7236136758139703, 0.213087660369722];[9.13, -145.17, 30.16]
[   7.9665586  -144.49783903   23.89074801];[0.5380229082498645, -0.16839142328451678, -0.5485930356249642, 0.18666358359597013];[9.33, -145.44, 23.53]
[   7.9662139  -144.50738526   17.52268853];[0.40873491213167645, -0.18917641049915027, -0.38388709266434284, 0.16781080629220196];[9.4, -145.62, 17.3]
[   7.96586601 -144.51348401   11.15175247];[0.2756225058574097, -0.20297706157170325, -0.22714956641061423, 0.15534351339055508];[9.25, -146.02, 10.85]
[   7.96550608 -144.51718022    4.77943352];[0.13819813910490208, -0.21044171975994552, -0.07691820591532902, 0.14861300102467218];[8.93, -146.42, 4.43]
[   7.96526265 -144.51848211   -1.59311762];[-0.003944482375260868, -0.2119025415439093, 0.06773642507517184, 0.14729057644694327];[8.79, -146.59, -2.62]
[   7.965761   -144.5153486    -7.96576097];[-0.1512844032526115, -0.20748195624632848, 0.2074820169482071, 0.15128445387565392];[8.68, -146.46, -8.9]
[   7.96602018 -144.51085066  -14.33743761];[-0.30463016150464134, -0.19689817096733803, 0.34268876158830913, 0.16082940552068975];[8.77, -146.21, -15.4]
[   7.96643606 -144.50298779  -20.70733054];[-0.4651233473340135, -0.17971868158689544, 0.4738247116971729, 0.1763800605821534];[8.8, -146.03, -21.95]
[   7.96657275 -144.49162416  -27.07244342];[-0.6346168963579374, -0.15502860195342044, 0.601437063675718, 0.19882441451562147];[8.61, -145.78, -28.39]
[   7.96650116 -144.47323947  -33.42920011];[-0.8161193303017609, -0.12117311801516478, 0.7266522250204365, 0.22978536511036865];[8.68, -145.45, -34.97]
[  14.33822636 -144.47813775  -30.25163403];[-0.7332507675933632, -0.27096331550354097, 0.6511748217977603, 0.36527264517882474];[14.98, -145.34, -32.57]
[  14.33835945 -144.49316807  -23.89061727];[-0.5579095544216044, -0.30147330870870276, 0.5257843479123228, 0.33927424800899814];[15.12, -145.69, -26.18]
[  14.33780567 -144.5032036   -17.52270214];[-0.39316281044461493, -0.32336347984151864, 0.3972216541476569, 0.32079157507266115];[15.12, -145.92, -19.94]
[  14.33703649 -144.50990483  -11.1516624 ];[-0.23657741336475582, -0.3379011622979542, 0.26472917664802065, 0.30860049695746494];[15.16, -146.14, -13.31]
[  14.33612773 -144.51422867   -4.77931567];[-0.086643380415502, -0.34575769696729647, 0.12783321596928837, 0.3020281646679088];[15.17, -146.17, -6.74]
[  14.33568915 -144.51553571    1.59307948];[0.057609696606090645, -0.3472972921087303, -0.013857484864021021, 0.3007329892773842];[15.12, -146.07, 0.19]
[  14.33657852 -144.51236129    7.9655534 ];[0.1968558159825019, -0.34263627216656245, -0.16084878487120524, 0.30463988857054436];[15.18, -145.7, 6.99]
[  14.33749354 -144.50680672   14.3374935 ];[0.3315027650933077, -0.331502762416185, -0.31396056689498686, 0.3139606091093618];[15.21, -145.33, 13.41]
[  14.33816331 -144.498621     20.70726818];[0.46195971901284805, -0.31339993178549513, -0.474391395790503, 0.32918692797092874];[15.34, -145.08, 19.81]
[  14.33831942 -144.48659843   27.07214316];[0.5887988393858105, -0.2874067757851015, -0.6440506776494848, 0.35122372037094174];[15.43, -144.92, 26.25]
[  14.33801135 -144.46713959   33.42824003];[0.7131495944407223, -0.25177492136527857, -0.8260691107377697, 0.38176971461660736];[15.55, -144.61, 33.1]
[  20.70666101 -144.4684499    30.25046237];[0.6300291563602671, -0.3977810264776608, -0.7490945854694492, 0.5256969768651002];[21.43, -144.64, 30.59]
[  20.70724018 -144.48493459   23.89023174];[0.505959951718036, -0.43010673518120573, -0.5731767371588091, 0.49963180247484573];[22.17, -144.85, 23.82]
[  20.70653297 -144.49591793   17.52253763];[0.37855685362618857, -0.45328615519465304, -0.40832087017704083, 0.4811856818948657];[22.0, -145.18, 17.6]
[  20.70537314 -144.50326436   11.1515561 ];[0.2470668301955942, -0.4686849867293329, -0.25194578248669713, 0.46905259006894606];[21.85, -145.39, 11.22]
[  20.70412011 -144.50775905    4.77929385];[0.11103068347676187, -0.47701533902829785, -0.10245078729304644, 0.46251674376963264];[21.47, -145.69, 4.42]
[  20.70348828 -144.50906911   -1.59307401];[-0.029954071487669435, -0.47864737014309394, 0.04118072604704284, 0.4612255639896722];[21.34, -145.8, -2.39]
[  20.70475109 -144.50583488   -7.96550101];[-0.1764116274723473, -0.473705475303431, 0.17964214395086017, 0.46511428655755704];[21.27, -145.71, -9.35]
[  20.70597345 -144.49998913  -14.33729941];[-0.329190867071953, -0.46190276287426635, 0.31335442809733355, 0.4743847072742673];[21.36, -145.42, -16.13]
[  20.70702426 -144.49091532  -20.70702421];[-0.48955665325222525, -0.4427350815392824, 0.4427350720522841, 0.4895567000723134];[21.17, -145.38, -22.49]
[  20.70700923 -144.47773323  -27.07144357];[-0.6595344619526863, -0.41521004844448056, 0.5683328437324786, 0.5115926568249665];[21.44, -145.21, -29.01]
[  27.07082444 -144.47135611  -23.88943229];[-0.5954096017174088, -0.5548722615617451, 0.47755905627659456, 0.6698514221483418];[27.52, -145.23, -26.7]
[  27.07033492 -144.4837107   -17.52226166];[-0.430290988708568, -0.579541815560155, 0.35181691837976603, 0.650960978296551];[27.81, -145.47, -20.27]
[  27.06912237 -144.49176011  -11.15152278];[-0.27413506807302834, -0.5959388749790812, 0.22175384919813562, 0.6385789884477064];[27.69, -145.56, -13.3]
[  27.06761311 -144.49653754   -4.77931237];[-0.12520603729605495, -0.6048136545554441, 0.08691818889053589, 0.6319161907143274];[27.66, -145.56, -6.8]
[  27.06679287 -144.49785328    1.59308274];[0.01758372399098572, -0.6065524958502522, -0.053097542602968464, 0.6305959238272827];[27.67, -145.53, -0.62]
[  27.06839365 -144.49451897    7.96550965];[0.15495734134988817, -0.6012871297193891, -0.19884629302258944, 0.6345648298143888];[27.65, -145.38, 6.31]
[  27.06977937 -144.48819288   14.33717743];[0.2873567612798178, -0.588715928171258, -0.3512206569715377, 0.6440170273136766];[27.74, -145.03, 13.1]
[  27.07074561 -144.4781543    20.7065038 ];[0.4151933250609481, -0.5683107342380506, -0.511585810609611, 0.6595227856690069];[27.73, -144.81, 19.55]
[  33.42434607 -144.47253748   11.15131279];[0.18707430769432118, -0.720769954635069, -0.3048028158989123, 0.8202454469531206];[33.74, -145.08, 10.32]
[  33.42277482 -144.47781855    4.77926933];[0.05385346723927048, -0.7302541146387698, -0.15652417552463704, 0.8132044912141914];[33.74, -145.28, 3.7]
[  33.42178013 -144.47915512   -1.59307189];[-0.08490008299001636, -0.7321129134038116, -0.014802659909139433, 0.811803929046473];[33.69, -145.19, -2.7]
[  33.42363656 -144.47562829   -7.96540643];[-0.22978219721695248, -0.726484858616544, 0.12112800727976022, 0.8160041624653178];[33.57, -145.16, -9.19]
[  33.42487106 -144.46846105  -14.33679183];[-0.3817504735820384, -0.7130541280003756, 0.251740221923923, 0.8259949251133167];[33.67, -144.97, -16.17]
[  30.21737949 -150.78911991  -11.14262551];[-0.4334780010592433, -0.5014483648647965, 0.052914744440706, 0.8705505207061541];[30.5, -150.86, -13.3]
[  30.2165805  -150.79566678   -4.77570714];[-0.28553179876661905, -0.5111343607047175, -0.07774261885901991, 0.862080187154209];[30.5, -151.05, -7.35]
[  30.21572986 -150.7969296     1.59189073];[-0.14532064991293522, -0.5130361079582626, -0.21453975459363678, 0.8603946376686683];[30.55, -151.08, -0.8]
[  30.21714211 -150.79309526    7.95937223];[-0.011693992598603362, -0.5072872267981252, -0.3584463601726735, 0.8654459252761743];[30.53, -150.97, 6.02]
[  30.21723238 -150.78356883   14.32515507];[0.11616682163633313, -0.49354241668938303, -0.5108720856294419, 0.8774880994992091];[30.83, -150.66, 12.77]
[  23.86904222 -150.78596521   23.8690421 ];[0.33613821882176803, -0.33613811652450526, -0.7274328649866058, 0.7274328834584534];[25.64, -150.36, 23.21]
[  23.87016059 -150.80429118   17.50953663];[0.21344171258092892, -0.3621130464413254, -0.5592322843663087, 0.7046659185147554];[25.28, -150.6, 17.38]
[  23.8699426  -150.81513037   11.14416737];[0.08650198073226695, -0.3791410162314027, -0.40239527990197455, 0.6899324474366006];[24.76, -150.96, 10.77]
[  23.8689599  -150.82077994    4.77629652];[-0.04545430434157723, -0.3883095897505226, -0.2543627070845903, 0.6820387243848455];[24.4, -151.16, 3.77]
[  23.8682604  -150.82196296   -1.59208188];[-0.1831147738067258, -0.3901094874210037, -0.11353094217494772, 0.6804728137753286];[24.19, -151.25, -2.29]
[  23.86952591 -150.8185259    -7.96039717];[-0.3273810090661656, -0.38466476234428787, 0.02117411936544509, 0.6851719908258047];[24.25, -151.19, -8.91]
[  23.87017086 -150.81045482  -14.32732351];[-0.4795685900178685, -0.37165337833074424, 0.15053448672351605, 0.6963835430992343];[24.15, -151.05, -15.19]
[  23.869827   -150.79630102  -20.69033153];[-0.6416993053151057, -0.3503500836074241, 0.2752581439866203, 0.7149304293500767];[24.21, -150.77, -22.91]
[  17.510678   -150.80422974  -23.87179699];[-0.7047127164338396, -0.21345774692739064, 0.3621421285744779, 0.5592669232669406];[18.13, -150.93, -25.95]
[  17.51151828 -150.82030542  -17.51151821];[-0.5374277356785001, -0.2380817929024066, 0.23808182204612688, 0.5374277676693496];[17.98, -151.17, -20.35]
[  17.51105301 -150.82997352  -11.1452061 ];[-0.38085311287202994, -0.2542335996900833, 0.10999001672573207, 0.5232097429179525];[17.88, -151.18, -13.65]
[  17.5102066  -150.83512991   -4.77669599];[-0.23264878354776425, -0.2629322715184841, -0.02287705592984824, 0.5155778241444106];[17.62, -151.28, -6.92]
[  17.5096883  -150.8362736     1.59221328];[-0.09130898186403498, -0.26464133967842346, -0.1611936550462383, 0.5140677482478132];[17.78, -151.27, -0.44]
[  17.51066567 -150.83305068    7.96109577];[0.04419442188386663, -0.2594769873652616, -0.30581363263168104, 0.5186102572189655];[18.05, -150.91, 6.83]
[  17.51134793 -150.82578539   14.32878275];[0.17459090770509525, -0.24713507400637935, -0.45797218990539323, 0.529447383515571];[18.26, -150.66, 13.52]
[  17.5111745  -150.81330642   20.69258722];[0.3005531334316335, -0.22692291458339892, -0.619534115847312, 0.54729223492424];[18.3, -150.43, 20.09]
[  17.50947428 -150.7923616    27.04757478];[0.4230212058223009, -0.19736378274341654, -0.7934695018677084, 0.573661283974126];[18.57, -150.29, 26.8]
[  11.14411058 -150.78937156   30.22209069];[0.5015287812957185, -0.052907972887943966, -0.8707007955125766, 0.4335479827002891];[12.63, -150.52, 29.95]
[  11.14554515 -150.81474917   23.87314724];[0.379209406341902, -0.08652458409640446, -0.6900135808634652, 0.4024327842348715];[12.51, -150.48, 24.24]
[  11.1459219  -150.82958239   17.51221442];[0.25426459854146616, -0.11001021243144589, -0.5232316392071095, 0.3808647801195336];[12.34, -150.62, 17.83]
[  11.14617338 -150.83818214   11.14617324];[0.12544296668231333, -0.1254429539961743, -0.366781771368476, 0.36678175444939176];[11.87, -150.89, 11.35]
[  11.14559169 -150.84303675    4.77707906];[-0.0080356978679414, -0.13374437190253038, -0.2184175655792874, 0.35920658333978545];[11.4, -151.3, 3.94]
[  11.14526182 -150.84415406   -1.59233916];[-0.1468047746905174, -0.13537656357530953, -0.07671558959825735, 0.3577107400117516];[11.19, -151.34, -2.83]
[  11.14589791 -150.84106462   -7.96175438];[-0.29169046716966984, -0.13044662962131143, 0.05932278843506462, 0.36221637351357566];[11.07, -151.3, -9.69]
[  11.14603814 -150.8345234   -14.32962992];[-0.44387998718277055, -0.11865688907398861, 0.1903905690950363, 0.3729644126730378];[10.92, -151.21, -16.09]
[  11.14579313 -150.82310862  -20.69359738];[-0.6051443505509008, -0.09936617985518634, 0.3171452849261622, 0.39061365828773775];[10.96, -151.03, -21.47]
[  11.14492638 -150.80387354  -27.04953353];[-0.7783180967811277, -0.07118962260096866, 0.44054883171875203, 0.4165748974740355];[11.35, -150.8, -28.22]
[   4.77662221 -150.79579307  -30.2234655 ];[-0.862289561922098, 0.07776905937369223, 0.5112623823237137, 0.28559676825511743];[5.48, -150.88, -32.34]
[   4.77716791 -150.82000896  -23.87376847];[-0.6821526094085179, 0.0454385593590482, 0.38842076933508457, 0.25438471370002813];[5.4, -150.91, -26.64]
[   4.77729728 -150.83422692  -17.51252163];[-0.5156169032935305, 0.022850417481337766, 0.26299925499119864, 0.2326487515138043];[5.28, -151.11, -20.21]
[   4.77737596 -150.84248297  -11.1462962 ];[-0.3592114790226142, 0.008018124537036132, 0.13377144313581293, 0.21841330667716596];[4.85, -151.35, -13.36]
[   4.77753376 -150.84636745   -4.77753375];[-0.21074561610868828, 1.051146146630608e-05, -1.0483511134312868e-05, 0.21074566761530567];[4.54, -151.06, -6.16]
[   4.77739332 -150.84746154    1.59248974];[-0.0688310197763384, -0.0015605273042790355, -0.1390385592371483, 0.2092351594982251];[4.68, -150.89, -0.01]
[   4.77744063 -150.84491501    7.96214448];[0.06749083049109293, 0.0031964162488838767, -0.28408806452585567, 0.21379393127442053];[4.62, -151.05, 7.13]
[   4.77733145 -150.83897178   14.3298293 ];[0.1989127240536041, 0.014538562733752708, -0.4363079537027288, 0.22466719421461334];[4.83, -150.9, 13.71]
[   4.77726104 -150.82801404   20.69405795];[0.3261289278235196, 0.03308638142085891, -0.5974394376930473, 0.24249108422450416];[5.01, -150.86, 20.08]
[   4.77693315 -150.80962841   27.05045679];[0.4500396984166909, 0.060188110897610426, -0.7702275523196465, 0.2686075999509928];[5.07, -150.82, 26.5]
[   4.77617349 -150.77688466   33.39089227];[0.5725246448612362, 0.09890163084471933, -0.9591015878560161, 0.306070130581391];[5.24, -150.6, 32.8]
[  -1.5922438  -150.79702193   30.22372337];[0.513187129987121, 0.21459769311476296, -0.8606353490980516, 0.14536416168321717];[-1.19, -150.85, 30.39]
[  -1.59242145 -150.82101724   23.87388325];[0.39024308879855857, 0.18312977982920028, -0.6806041222551942, 0.11351990675461285];[-1.64, -150.97, 23.8]
