# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle;Real Position
[  36.74408233 -100.0065846    30.35125426];[1.892974167784358, -2.05751313500964, 0.025044358725129657, 0.17773901482991258];[37.98, -102.61, 30.63]
[  36.74132751 -100.01019559   23.95645877];[1.7461280445112122, -2.0773371632818365, 0.23723243637571806, 0.17549164772388826];[38.01, -103.03, 24.03]
[  36.73811733 -100.01795976   17.56365199];[1.5816202175918996, -2.0860424942889133, 0.45197121793640443, 0.17725545758928835];[37.84, -103.33, 17.63]
[  36.73534592 -100.02466556   11.17428626];[1.3995983269726817, -2.0877547936985215, 0.6689014723271874, 0.18081755991611126];[37.52, -103.67, 10.86]
[  36.73324955 -100.0307724     4.78818725];[1.2020193311446674, -2.0867326160558077, 0.8857586227824277, 0.18385028621588728];[36.88, -103.81, 3.8]
[  36.73253044 -100.03375847   -1.59598929];[0.9929458834502695, -2.0862780306412834, 1.0985789239236998, 0.184573845549674];[36.88, -103.98, -3.2]
[  36.73419717 -100.02776029   -7.9808854 ];[0.7775558335944278, -2.0873418657621885, 1.3025459918888935, 0.18253365127410032];[37.09, -103.96, -10.18]
[  36.73666343 -100.0214207   -14.3685229 ];[0.5602584462059065, -2.087500727671017, 1.4927278287063368, 0.17896030343809266];[37.41, -104.11, -17.06]
[  36.73967923 -100.01422934  -20.75965697];[0.3442611802853448, -2.082829030005539, 1.6661013495806085, 0.1760039984135644];[36.85, -104.54, -23.29]
[  36.74272712 -100.00809989  -27.15367196];[0.1308501922536393, -2.0690115684429973, 1.8216797099772395, 0.17600076418310734];[36.39, -104.83, -29.39]
[  36.74552101 -100.00481693  -33.54911622];[-0.08035063388510988, -2.042558709980405, 1.9602825258523884, 0.18088335073742268];[35.91, -105.16, -34.43]
[ 36.74951574 -99.99441699 -39.94572171];[-0.290922456487533, -2.0015815446790772, 2.084407586507819, 0.1919070485389521];[35.52, -105.66, -39.22]
[  30.35125416 -100.00658504  -36.74408233];[-0.1777391298350398, -1.8929740966098438, 2.0575131919831398, -0.025044426075721327];[30.34, -104.66, -37.96]
[  30.34682161 -100.0235939   -30.34682166];[0.03461557097246729, -1.9241219311072664, 1.9241219840203994, -0.03461564570608544];[30.61, -104.18, -32.92]
[  30.34435255 -100.02730896  -23.95248981];[0.2489958652446781, -1.9420788882320803, 1.7757351246984356, -0.03824187261631651];[31.27, -104.35, -26.52]
[  30.34152534 -100.0356381   -17.56028125];[0.4662611390035717, -1.948994586523272, 1.609752906143168, -0.03733310720855487];[31.63, -104.49, -20.21]
[  30.33914424 -100.04283233  -11.17185237];[0.6860207878334166, -1.949171885465331, 1.4260182751404882, -0.03419924208278713];[31.95, -104.72, -13.52]
[  30.33733753 -100.04936026   -4.78705052];[0.9058528329479141, -1.947136755283706, 1.2262494000855868, -0.031313328583916805];[32.31, -104.84, -6.52]
[  30.33669533 -100.05254236    1.59560155];[1.1215189166911497, -1.9464579073211443, 1.0144963970685235, -0.03060514151756566];[32.31, -104.82, 0.7]
[  30.33815953 -100.046144      7.97905935];[1.3279381049784205, -1.9481686143057824, 0.7961598338035191, -0.032581514658274996];[31.99, -104.67, 7.59]
[  30.34027227 -100.03935321   14.36557384];[1.520052639517843, -1.949638644624573, 0.5759316651444036, -0.03588771889406683];[31.83, -104.37, 14.49]
[  30.34288867 -100.03163368   20.75595057];[1.694981044235906, -1.9466568504165067, 0.35724552005292287, -0.038217323855124996];[31.77, -104.07, 20.85]
[  30.34558239 -100.02521047   27.14944975];[1.8520238393161257, -1.9346768826596632, 0.1414747089637638, -0.03710908389710829];[31.81, -103.55, 27.21]
[  30.34900623 -100.01506864   33.54538361];[1.9926037509456467, -1.9103970109651622, -0.07167199039042815, -0.03067423714673695];[31.75, -103.05, 33.45]
[ 30.35359782 -99.99805786  39.94270775];[2.1192263303922068, -1.8716690912774854, -0.28390608962809405, -0.01760418602443481];[31.58, -102.65, 39.84]
[  23.95655061 -100.00933455   36.74145261];[2.077371603907076, -1.7461626049230836, -0.175482525205858, -0.23724601904590442];[25.4, -102.85, 37.25]
[  23.95257514 -100.02654549   30.34445311];[1.9421098684261275, -1.7757660397323072, 0.03825144409973008, -0.24900773943590576];[25.29, -103.56, 30.98]
[  23.94877277 -100.04503888   23.94877281];[1.7918496115732936, -1.791849584536916, 0.2539894318239092, -0.2539895099866441];[25.4, -103.98, 24.55]
[  23.9463561  -100.05387775   17.55721716];[1.6249013542285369, -1.7976875911105528, 0.47298879090223245, -0.2540458515902311];[25.9, -104.43, 17.67]
[  23.94438087 -100.06152112   11.16968539];[1.440218580511246, -1.797013495798723, 0.6946333205993285, -0.2513926264577578];[26.35, -104.84, 10.77]
[  23.94288036 -100.06844881    4.78604965];[1.2392420673225049, -1.794435310752142, 0.9163718557566324, -0.24867262853073993];[26.41, -104.95, 4.08]
[  23.94232597 -100.07182169   -1.5952613 ];[1.0259126810952954, -1.793636068632838, 1.1337663118756556, -0.24798137631154493];[26.47, -105.12, -2.81]
[  23.94356777 -100.06503702   -7.97744453];[0.8057347963169507, -1.7956929062558034, 1.3415792782628162, -0.24988576919371397];[26.43, -105.15, -9.54]
[  23.94531219 -100.05782504  -14.36292394];[0.5835886214983499, -1.7978741435131615, 1.534744439066155, -0.2528915155539416];[26.3, -105.09, -16.36]
[  23.94750958 -100.04962524  -20.75253433];[0.3630830296937175, -1.7958626290098512, 1.710590150289158, -0.2545167581707022];[26.17, -104.92, -22.96]
[  23.95069843 -100.03529202  -27.14637646];[0.14577638889604513, -1.7853653125241706, 1.869026521022966, -0.25226148612702953];[26.1, -104.61, -29.27]
[  23.95451682 -100.01792608  -33.54288166];[-0.06875104200544908, -1.762775838283534, 2.0114385356659428, -0.24405243565748752];[25.72, -104.25, -35.55]
[  23.95870384 -100.00068983  -39.93995661];[-0.28226168642434374, -1.7257531998669136, 2.140309966175639, -0.22846877960830042];[25.08, -104.32, -41.07]
[  17.56426274 -100.01094328  -36.73917208];[-0.17718415171859528, -1.581894455075962, 2.086317990051594, -0.4521029078764542];[19.44, -104.0, -39.22]
[  17.56094907 -100.02832265  -30.34251839];[0.03742192623023084, -1.610041942503382, 1.9492859967329055, -0.4663974469537361];[19.43, -104.59, -32.92]
[  17.55790388 -100.04660605  -23.94722155];[0.25415224821004373, -1.6251879775018025, 1.7979770813518132, -0.47312214819812315];[19.53, -104.93, -26.61]
[  17.55427071 -100.07377058  -17.55427072];[0.4739072552154587, -1.6297366712091728, 1.6297367341904951, -0.4739073288018882];[19.55, -105.23, -20.25]
[  17.55273194 -100.0818042   -11.16764982];[0.6966039225688527, -1.628737950621357, 1.4446934016794495, -0.4717600897972493];[19.51, -105.45, -13.67]
[  17.55156506 -100.08909514   -4.78512277];[0.9193284596389646, -1.6259997471060175, 1.2432901200388704, -0.4692031379453583];[19.49, -105.53, -7.13]
[  17.55111796 -100.09265311    1.59494631];[1.1375134334806685, -1.6251674250241268, 1.0292951580755696, -0.4685252187026706];[19.53, -105.63, -0.21]
[  17.55210303 -100.08550231    7.97594036];[1.3458639702845563, -1.6273205351732274, 0.8082150133483436, -0.4703644598566867];[19.49, -105.58, 6.83]
[  17.55345335 -100.07791882   14.36040783];[1.5393910660397798, -1.6297355826358852, 0.5850337441396335, -0.47306251514100894];[19.38, -105.36, 13.89]
[  17.55609403 -100.05984742   20.75023109];[1.7160427277358314, -1.6285344168021, 0.36363706008839586, -0.47410140649606725];[19.22, -105.07, 20.42]
[  17.5594192  -100.03713477   27.14461519];[1.8755951854274109, -1.6191098867049267, 0.14542684267376632, -0.4706169699723515];[19.23, -104.62, 26.88]
[  17.56255642 -100.01962397   33.54077346];[2.019400399300798, -1.597709675696805, -0.07003194212565915, -0.4602770209729628];[19.12, -104.02, 33.07]
[  17.56608844 -100.00220375   39.93750775];[2.150456797837344, -1.5624360864459343, -0.2843498270439593, -0.44175492549432127];[18.67, -103.53, 39.27]
[  11.1750763  -100.01158521   36.73736754];[2.0882578667188247, -1.400080348646096, -0.18069231117648543, -0.6691964539797441];[12.44, -103.84, 36.54]
[  11.17272542 -100.02906542   30.34105783];[1.9497087554250978, -1.426531635909598, 0.03435868978947941, -0.6863312848726106];[12.37, -104.5, 31.1]
[  11.17062752 -100.04715176   23.94612531];[1.7975734830240189, -1.440753681550826, 0.25159503089798685, -0.694954153956258];[12.38, -105.03, 24.53]
[  11.16814707 -100.07438964   17.55346176];[1.6290202820556132, -1.4449658193324564, 0.47188837389588506, -0.6967661970959842];[12.54, -105.4, 17.76]
[  11.16560447 -100.10505952   11.1656045 ];[1.443122670127985, -1.4431227086712042, 0.6946192501551384, -0.6946192859150437];[12.66, -105.73, 11.04]
[  11.16481503 -100.11266138    4.78420156];[1.2417797571139353, -1.440469907684541, 0.9176615417208696, -0.6921933690770725];[12.76, -105.83, 4.33]
[  11.16450334 -100.11639809   -1.59463447];[1.0277244061176143, -1.4396638826380508, 1.135993584792547, -0.6915179918677987];[12.83, -106.02, -2.47]
[  11.16518082 -100.10890834   -7.97443846];[0.8064072147751592, -1.441747426636124, 1.344329750352873, -0.693318204658104];[12.88, -106.09, -9.14]
[  11.16689142 -100.0891975   -14.35885675];[0.5830739415173575, -1.4445346177320513, 1.5382389074163507, -0.6959938262482742];[12.85, -106.03, -15.96]
[  11.16938663 -100.06043995  -20.7492796 ];[0.36134689662528285, -1.4438722342573056, 1.715430518409855, -0.696540822327549];[12.85, -105.88, -22.45]
[  11.17165653 -100.03791631  -27.14332371];[0.14260891562769173, -1.4350465702001516, 1.8755225479631765, -0.6916111572602637];[12.83, -105.49, -29.06]
[  11.17386062 -100.02031896  -33.53914096];[-0.07332633227746091, -1.4149437639386215, 2.0204895650695796, -0.6789125764086439];[12.87, -104.92, -34.97]
[  11.1763851  -100.00279156  -39.93553483];[-0.28805025840475235, -1.3817943310020868, 2.1534408635264968, -0.657060373293735];[12.6, -104.57, -40.96]
[   4.78870814 -100.01168942  -36.73625087];[-0.1836758818318165, -1.2026573115917996, 2.087454208115928, -0.886272236616787];[6.09, -104.86, -38.1]
[   4.78762858 -100.0292092   -30.34017988];[0.031538069936482824, -1.2269307618991554, 1.9479086870257645, -0.9063984188655277];[5.99, -105.53, -32.96]
[   4.78668118 -100.04715355  -23.94549663];[0.2489634682423904, -1.2399610354437514, 1.7952503812344427, -0.9169454385099645];[5.94, -105.9, -26.57]
[   4.78556791 -100.07440748  -17.55302487];[0.4694508748092357, -1.2437794640809372, 1.626549145470476, -0.9197178182523071];[5.87, -106.21, -20.11]
[   4.7844363  -100.10502013  -11.16533946];[0.6923527426199863, -1.2420292155583652, 1.4407402499330426, -0.9178596156895783];[5.84, -106.41, -13.47]
[   4.78323489 -100.14035179   -4.78323491];[0.9147814819651812, -1.2386471879987362, 1.2386471330207878, -0.9147814617834094];[5.8, -106.46, -6.93]
[   4.78309092 -100.14425723    1.59430721];[1.1329643914649354, -1.2378926290820558, 1.0247821711888574, -0.9140903726739076];[5.76, -106.52, -0.2]
[   4.78384605 -100.12203798    7.97358925];[1.341571949076183, -1.2403086174805762, 0.8038937356273721, -0.9162705123441276];[5.72, -106.51, 6.53]
[   4.78500832 -100.08919791   14.35850824];[1.5357928731759336, -1.2433545186779627, 0.5807269802149331, -0.9191544997079012];[5.69, -106.3, 13.62]
[   4.78612273 -100.06045698   20.7487492 ];[1.7129939610847023, -1.2428018245583694, 0.35881328358090925, -0.9191144476463182];[5.6, -106.02, 20.27]
[   4.78714175 -100.03807465   27.14256267];[1.8734037660771592, -1.234734449262959, 0.1398799011540335, -0.9127657741610136];[5.46, -105.56, 26.98]
[   4.78814868 -100.02044379   33.53814364];[2.0191258403418115, -1.2163006073777929, -0.07623263021979071, -0.8976230785190147];[5.31, -104.82, 32.26]
[   4.78931217 -100.00287615   39.93430187];[2.153324694975931, -1.1858648343517577, -0.29109962096294456, -0.872219804741664];[5.09, -104.35, 38.77]
[  -1.59619238 -100.01168303   36.73601551];[2.087109432126744, -0.9935898538167485, -0.184374309647238, -1.0992714422819028];[-1.75, -104.7, 36.2]
[  -1.59582721 -100.02920851   30.33999697];[1.9473479756307026, -1.0151827791962333, 0.03086305804490809, -1.1222583712629022];[-2.26, -105.3, 31.05]
[  -1.59550751 -100.04715352   23.94536432];[1.7945761678865961, -1.026636216541835, 0.24831602894822125, -1.1345459593679394];[-2.08, -105.81, 24.43]
[  -1.59513304 -100.07437496   17.5529383 ];[1.625848186043606, -1.0298232291881713, 0.46883167904844103, -1.1380835192374759];[-1.86, -106.14, 17.73]
[  -1.59475277 -100.10497133   11.16528887];[1.4400664869105824, -1.0280475600509884, 0.6917551238129102, -1.1363426908266958];[-1.69, -106.42, 11.0]
[  -1.59434925 -100.14026208    4.78321474];[1.238020201419987, -1.0248928945620401, 0.9141914889734344, -1.1330845977735486];[-1.56, -106.51, 4.25]
[  -1.59413737 -100.15983825   -1.59413737];[1.0237525219452555, -1.0237525446105258, 1.1318875823011665, -1.1318875850487213];[-1.5, -106.66, -2.46]
[  -1.59455453 -100.12197235   -7.97355448];[0.8033021863192986, -1.0264297883486218, 1.3409212755818671, -1.1346800114034963];[-1.48, -106.68, -9.12]
[  -1.59494493 -100.08915987  -14.3584404 ];[0.5801198576664115, -1.0293319267337289, 1.5351008386776692, -1.1376380050878014];[-1.42, -106.63, -15.91]
[  -1.59531972 -100.06042587  -20.74864242];[0.3581805704765776, -1.0290645910832743, 1.712298028768385, -1.1371996923782954];[-1.47, -106.45, -22.49]
[  -1.59566281 -100.03807593  -27.14240547];[0.1392184525896899, -1.0220693571150108, 1.8727743065825768, -1.1296274894894294];[-1.71, -106.09, -29.16]
[  -1.59600307 -100.02044029  -33.53793449];[-0.07692010420230785, -1.0057473660253489, 2.0186596462102786, -1.112199503158454];[-1.75, -105.35, -34.07]
[  -1.59639688 -100.00286726  -39.93404104];[-0.2918066745174743, -0.9785817242651476, 2.153128756625729, -1.0833422943454136];[-1.78, -105.05, -40.18]
[  -7.98160154 -100.0116737   -36.73670906];[-0.18238366629665242, -0.7779529138289379, 2.087954644771722, -1.3031135054621932];[-8.7, -105.18, -37.64]
[  -7.97985273 -100.02917959  -30.340538  ];[0.03277380054741713, -0.7965799202862631, 1.948823545566428, -1.3285436860803317];[-9.04, -105.77, -32.65]
[  -7.97830765 -100.04718442  -23.94575044];[0.2501329978609801, -0.8061736031966875, 1.796381538131903, -1.3422158061017053];[-9.09, -106.11, -26.32]
[  -7.9764874  -100.07443451  -17.55319875];[0.4705532637814706, -0.8084822523340025, 1.627737741666643, -1.3462534026890214];[-9.07, -106.35, -19.86]
[  -7.97463062 -100.10507469  -11.16544308];[0.6933989305626446, -0.806497596307002, 1.4418840886776125, -1.3444619753481948];[-9.06, -106.56, -13.26]
[  -7.97339188 -100.12594502   -4.78372552];[0.9161703290780492, -0.8038035416292663, 1.2401822704221226, -1.3414395829483576];[-9.06, -106.61, -6.74]
[  -7.97316008 -100.1297678     1.59447349];[1.1344442131950154, -0.8031229675809537, 1.0262115727465582, -1.3406582572728034];[-9.1, -106.66, -0.07]
[  -7.97366119 -100.12212249    7.97366121];[1.3426766600945927, -0.8049206316575113, 0.8049205804546622, -1.3426766983993208];[-9.15, -106.66, 6.65]
[  -7.97556974 -100.08923387   14.35864576];[1.5369675807777854, -0.807823607278086, 0.5817989625515002, -1.3458296167053858];[-9.24, -106.47, 13.56]
[  -7.97739559 -100.0604829    20.74896192];[1.7141706327219546, -0.808059118828145, 0.35994864496871876, -1.3452091084440227];[-9.34, -106.23, 20.22]
[  -7.97906153 -100.03804013   27.14287178];[1.874450782527672, -0.8024065624605112, 0.1410835446058994, -1.3367284375338933];[-9.55, -105.75, 26.95]
[  -7.98069602 -100.02042082   33.53855182];[2.0198592724578024, -0.7884829637575762, -0.0749670463503439, -1.3174034601254647];[-9.62, -105.07, 32.66]
[  -7.98257817 -100.00286704   39.93480871];[2.1535392908638364, -0.7648657174845532, -0.28978538688106825, -1.285532475696451];[-9.45, -104.66, 39.08]
[ -14.3692735  -100.01136211   36.7381982 ];[2.0878915757491017, -0.5604653014108432, -0.17886108787676305, -1.493111281494666];[-16.1, -104.73, 36.54]
[ -14.36640013 -100.02880082   30.34172318];[1.9500545918441607, -0.5761478801308548, 0.036012840856267714, -1.5204595660703246];[-16.35, -105.26, 30.64]
[ -14.36380189 -100.04698243   23.94661669];[1.798301263798095, -0.583807951795473, 0.25304726264919525, -1.5351618797481836];[-16.25, -105.74, 24.1]
[ -14.36071661 -100.07419332   17.55381731];[1.6298789430998388, -0.585107390950772, 0.47312792300714906, -1.5395325427896238];[-16.11, -106.01, 17.47]
[ -14.35853891 -100.09297118   11.16663626];[1.4443972745459346, -0.5830014231849836, 0.6959122597823673, -1.5380985178021813];[-15.95, -106.28, 10.88]
[ -14.35755426 -100.1004254     4.78466543];[1.2429840353499442, -0.5805162079637193, 0.918860088595391, -1.5353824757534733];[-15.87, -106.33, 4.25]
[ -14.35717091 -100.10407358   -1.59479143];[1.0289054722235582, -0.5798413775331206, 1.1371774294839496, -1.5345580211704712];[-15.87, -106.48, -2.38]
[ -14.35800944 -100.09674942   -7.97519534];[0.8076442440985635, -0.5816564655760046, 1.3455677090381453, -1.5366907704134485];[-15.86, -106.52, -9.21]
[ -14.35914701 -100.08900474  -14.35914705];[0.5842087762454833, -0.5842087882710167, 1.5390998173850943, -1.5390998407729088];[-15.82, -106.47, -16.01]
[ -14.36226151 -100.06025219  -20.74970211];[0.36269317124046774, -0.585090042210872, 1.7162496090325436, -1.538392174609092];[-15.81, -106.26, -22.5]
[ -14.36508484 -100.03763596  -27.14390798];[0.1441651781464292, -0.5808887248187627, 1.8760988754393404, -1.5292635644977142];[-15.85, -105.82, -29.0]
[ -14.36779036 -100.0200741   -33.53988893];[-0.07157995795111796, -0.569391907173568, 2.0205230895857724, -1.5084790349096104];[-15.89, -105.25, -34.71]
[ -14.3708661  -100.00259037  -39.93644635];[-0.28614357280392255, -0.5492469669867158, 2.1525835990830684, -1.4742026840574858];[-15.81, -104.89, -40.37]
[ -20.76004289 -100.01027822  -36.74026347];[-0.1759626451164119, -0.34432890736339244, 2.0829854768677714, -1.6662584646273781];[-22.19, -104.87, -38.1]
[ -20.75636556 -100.0275807   -30.34343096];[0.03826758804446602, -0.3573142379880275, 1.9468197288587525, -1.6951438242671129];[-22.39, -105.29, -32.26]
[ -20.75292189 -100.04596849  -23.94793939];[0.25457120696173025, -0.36314384386672693, 1.7960094383035208, -1.7107365848118878];[-22.33, -105.7, -26.11]
[ -20.74983006 -100.06353445  -17.55574122];[0.47403458611301824, -0.3635775400081435, 1.6283898326848871, -1.7158971919046087];[-22.45, -106.0, -19.72]
[ -20.74806773 -100.07138146  -11.1686603 ];[0.6962987164411343, -0.36117622287132745, 1.4434669450743496, -1.7150076063899866];[-22.43, -106.21, -13.22]
[ -20.74672963 -100.07849628   -4.78558128];[0.9186318085982375, -0.358539666734464, 1.2421960116246915, -1.7123090784029116];[-22.45, -106.27, -6.75]
[ -20.74622588 -100.08196249    1.5951018 ];[1.1365224725608427, -0.3578560142409296, 1.0284370121592816, -1.71148390709355];[-22.52, -106.34, -0.05]
[ -20.74734469 -100.07499178    7.97668552];[1.3446945578936387, -0.35972592770426426, 0.8077052250303979, -1.7136154852350187];[-22.6, -106.31, 6.72]
[ -20.7488964 -100.0675867   14.36166  ];[1.5381113630261019, -0.36257684985483496, 0.5849431960943438, -1.715963027529354];[-22.66, -106.11, 13.68]
[ -20.75087042 -100.05917009   20.75087045];[1.7142228706836546, -0.36382786093966213, 0.3638277939139956, -1.7142228548871274];[-22.72, -105.89, 20.3]
[ -20.75465022 -100.0363629    27.14543885];[1.873421026741598, -0.3610370252856402, 0.14606592924981682, -1.7044699168766972];[-22.76, -105.46, 27.14]
[ -20.75815495 -100.01891833   33.54177556];[2.0165511673695904, -0.3517952453899402, -0.06899169989292142, -1.68248184333793];[-22.86, -104.87, 33.27]
[ -20.76205352 -100.0015816    39.93868653];[2.1465332950743035, -0.3347958509664132, -0.2829622812280615, -1.646306608031097];[-23.02, -104.72, 38.67]
[ -27.15367186 -100.00810036   36.74272713];[2.069011588130772, -0.13085024050168487, -0.17600081693666114, -1.821679665835207];[-27.74, -105.47, 35.81]
[ -27.14944966 -100.02521088   30.34558239];[1.9346769517813165, -0.14147478977718836, 0.03710898990854759, -1.8520237680105476];[-28.73, -105.09, 30.32]
[ -27.14628387 -100.03603679   23.95061361];[1.7853351551840593, -0.1457661567519237, 0.25225001422358406, -1.8689962965730649];[-28.89, -105.26, 24.07]
