# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle;Real Position
[ -20.73412684 -125.48382432   20.73412681];[0.9216644616021192, 0.11761349951482697, -0.11761353229402201, -0.9216643649021953];[-22.1, -128.11, 20.67]
[ -20.73709721 -125.4750356    27.11399805];[1.0626342044725627, 0.1312764524155556, -0.29446657938885595, -0.8990811057904877];[-22.16, -127.7, 26.86]
[ -20.7401249  -125.46557727   33.49207514];[1.198526842598663, 0.15052475024957743, -0.4772038793099231, -0.8682423625034889];[-22.14, -127.19, 33.18]
[ -20.74345963 -125.45328392   39.86690233];[1.3305742607814626, 0.17662689544964355, -0.6678780128183806, -0.8276528810031358];[-22.23, -126.72, 39.84]
[ -27.12140167 -125.45617239   36.68166211];[1.2369705279528533, 0.33712898705247707, -0.5836695310670972, -0.9844420547089583];[-28.2, -126.68, 37.24]
[ -27.11750529 -125.46761057   30.30503947];[1.1054852450502128, 0.31575144184685444, -0.3976083204673342, -1.022564922661429];[-28.39, -127.2, 30.82]
[ -27.11480397 -125.47383621   23.92664293];[0.9692357307499246, 0.3003232085242578, -0.21865581959455954, -1.0513189019689255];[-28.29, -127.8, 24.54]
[ -27.11218151 -125.47943338   17.54652476];[0.827390840627842, 0.2897185750569955, -0.04516372986610917, -1.0719498821305917];[-28.06, -128.24, 18.0]
[ -27.10978843 -125.48460756   11.16582689];[0.6798462961208143, 0.2830183384870719, 0.12372473249698665, -1.0854943943347437];[-27.77, -128.61, 11.17]
[ -27.10786315 -125.48913111    4.78521665];[0.5268705294316636, 0.27954135787530265, 0.2882988743879635, -1.0927093412123854];[-27.36, -128.83, 3.89]
[ -27.10709397 -125.49120784   -1.59504238];[0.368941049760779, 0.2788756252360385, 0.44847986660857575, -1.0940900674242193];[-27.09, -128.86, -3.16]
[ -27.1087633  -125.48693701   -7.97548852];[0.20655107685149213, 0.2809087909014086, 0.6040123179458858, -1.0898586483054897];[-27.2, -128.78, -9.82]
[ -27.11093091 -125.48211716  -14.35619069];[0.03982612480219706, 0.28592925874960434, 0.7543196989562164, -1.0795526045571762];[-27.52, -128.45, -16.44]
[ -27.11352988 -125.4765178   -20.73675465];[-0.13129427242352326, 0.2944791219044389, 0.8990355436593468, -1.0625841410308188];[-27.89, -127.92, -22.93]
[ -27.11569187 -125.4723005   -27.11569184];[-0.3073808222879877, 0.30738080056802597, 1.0379849083676904, -1.037984823597776];[-27.98, -127.55, -28.79]
[ -27.11941322 -125.46227717  -33.49378388];[-0.4896013706095054, 0.32560948221043395, 1.1717600034118103, -1.0047894819061671];[-27.81, -127.23, -35.12]
[ -27.12345315 -125.4491127   -39.86831518];[-0.6802147427119336, 0.35051492812923396, 1.301352368540726, -0.9612540095040099];[-27.72, -126.73, -41.87]
[ -33.49788993 -125.45039907  -36.68337439];[-0.6012340657916404, 0.5184627167431064, 1.1994566764995085, -1.1138237438479937];[-33.58, -126.86, -39.12]
[ -33.49472072 -125.45996168  -30.30804997];[-0.4154943921233385, 0.4976961258372627, 1.0709162568693558, -1.1549900554627848];[-33.72, -127.33, -32.64]
[ -33.4928955  -125.46412134  -23.93003868];[-0.2373502829477468, 0.4828174563817782, 0.9372482898244056, -1.1862189451491094];[-33.64, -127.75, -26.22]
[ -33.48988406 -125.47024724  -17.54914793];[-0.06504161503879895, 0.4726528754152524, 0.7976530145372102, -1.2086918738490366];[-33.54, -128.07, -20.03]
[ -33.48714757 -125.47554177  -11.16758985];[0.10240710736175468, 0.4662511141297222, 0.6522014894862425, -1.223543923989718];[-33.34, -128.34, -13.21]
[ -33.4848945  -125.48004872   -4.78600136];[0.2653479967328435, 0.4629315789447207, 0.5011948909230525, -1.2314972013187624];[-33.24, -128.48, -6.47]
[ -33.4839726  -125.48206547    1.59530733];[0.4237461586000195, 0.4622924212678252, 0.34511633982740764, -1.2330259890524045];[-33.4, -128.59, 0.11]
[ -33.48595535 -125.47787996    7.97677449];[0.5773663281678192, 0.46423778133978566, 0.18443769680666205, -1.2283501269306687];[-33.66, -128.53, 7.15]
[ -33.48846122 -125.47300858   14.35840108];[0.7256455870611038, 0.46903052336421613, 0.019256149174411888, -1.2170177687150656];[-33.85, -128.1, 13.82]
[ -33.49140185 -125.46721723   20.73975106];[0.8681932140564615, 0.4772117663873405, -0.15054442457441877, -1.1984677103096049];[-34.13, -127.62, 20.48]
[ -33.49378399 -125.46227688   27.11941326];[1.004789548645474, 0.48960146719516306, -0.32560956226236293, -1.171759938700497];[-34.25, -127.24, 27.03]
[ -33.49568038 -125.45706963   33.49568037];[1.135720357712318, 0.5072603450466551, -0.5072603364383643, -1.1357203437338566];[-34.41, -126.83, 33.49]
[ -33.50013177 -125.44263269   39.86969732];[1.2622503464378507, 0.5315380563903439, -0.6978762137913886, -1.0889049130507715];[-34.58, -126.27, 40.2]
[ -39.87026168 -125.43815859   36.68642354];[1.1507247718311526, 0.709153282209193, -0.6254988276241765, -1.2384658888139697];[-40.73, -126.33, 37.62]
[ -39.86902975 -125.44622286   30.31234138];[1.025790721086411, 0.6882970953033024, -0.4400013145132926, -1.2831302116852423];[-40.84, -126.81, 30.9]
[ -39.86756995 -125.45148114   23.93374245];[0.8952185600508136, 0.6734580253998383, -0.2627952157171793, -1.3171112984247086];[-40.58, -127.37, 24.26]
[ -39.86435782 -125.45833368   17.55205039];[0.7584495042248022, 0.663344902958261, -0.09190203026716343, -1.3417300240685015];[-40.42, -127.75, 17.65]
[ -39.86142667 -125.46387011   11.16955347];[0.6156384292874888, 0.6569832361644217, 0.07378257494461177, -1.358114644803741];[-40.07, -128.13, 10.59]
[ -39.85891808 -125.46840779    4.78687819];[0.4671183995621468, 0.6536801036240025, 0.23469428548695653, -1.3669371703966458];[-39.76, -128.31, 3.66]
[ -39.85785163 -125.47036154   -1.59560355];[0.3133689991728446, 0.653039306005638, 0.3908566146965075, -1.3686413267697681];[-39.62, -128.33, -2.92]
[ -39.86011276 -125.46624967   -7.97820964];[0.1548273033915972, 0.6549814866726013, 0.542064871577212, -1.3634409201531925];[-39.68, -128.24, -9.34]
[ -39.862847   -125.46124305  -14.36085613];[-0.008448466116699166, 0.6597451754957953, 0.6877829661208631, -1.3509026164055404];[-39.83, -127.95, -15.87]
[ -39.86593975 -125.45509785  -20.74304991];[-0.17664786947904243, 0.6678783429805842, 0.827601109147498, -1.3305040136481452];[-39.77, -127.58, -22.21]
[ -39.86831534 -125.44911241  -27.12345318];[-0.3505150058033421, 0.6802147730412073, 0.9612540991961642, -1.3013522693947903];[-39.76, -127.31, -28.67]
[ -39.86969747 -125.44263246  -33.50013184];[-0.5315380415428306, 0.6978762062968263, 1.0889049514712346, -1.2622503128311806];[-39.77, -127.05, -34.97]
[ -39.87063892 -125.4325352   -39.87063887];[-0.7223736333418536, 0.7223736082568495, 1.2114532400464073, -1.2114531694321211];[-39.78, -126.62, -41.43]
[ -36.66006081 -131.77727099  -36.66006076];[-0.7336915523581845, 0.7336915812375884, 0.9950386907931765, -0.995038704347465];[-36.75, -132.47, -38.53]
[ -36.66040689 -131.79004449  -30.29374623];[-0.5484437443318605, 0.7079513155426541, 0.8720935075916698, -1.040039017370285];[-36.83, -133.06, -32.57]
[ -36.66001662 -131.79818965  -23.92067715];[-0.3736398815282483, 0.6892640629403483, 0.7448620572831836, -1.0742174971562006];[-36.73, -133.45, -25.89]
[ -36.65755322 -131.80607852  -17.54317577];[-0.2066707966033976, 0.6761575255785972, 0.6125665759216388, -1.0990853036408348];[-36.67, -133.71, -19.34]
[ -36.65505048 -131.81212367  -11.16416226];[-0.04600741615301669, 0.6676675207483506, 0.47508970676119305, -1.1157155130861498];[-36.67, -133.94, -13.13]
[ -36.65275026 -131.81662766   -4.78461442];[0.109174751894347, 0.663152492340722, 0.3324711737048157, -1.1247167988937585];[-36.64, -134.03, -6.49]
[ -36.65170496 -131.81836943    1.5948492 ];[0.2592663482427793, 0.662264629009201, 0.18483665790569842, -1.1264663693853634];[-36.69, -134.04, 0.29]
[ -36.65386823 -131.81455167    7.9744104 ];[0.4044167059822533, 0.6649417675142195, 0.03223755710989472, -1.1211437415042644];[-36.83, -133.87, 7.08]
[ -36.65628446 -131.80931375   14.35378466];[0.5444763717094552, 0.6713825957151065, -0.12561566263798374, -1.1083844961066198];[-37.07, -133.42, 13.72]
[ -36.6588343  -131.80235873   20.73220923];[0.6793588654135821, 0.6820817214015873, -0.289291519183132, -1.0877334961343341];[-37.11, -133.11, 20.52]
[ -36.66026277 -131.79456107   27.10781663];[0.8090741483123255, 0.697832377956413, -0.4599337622912538, -1.0583594161020597];[-37.18, -132.79, 26.94]
[ -36.66037597 -131.78439946   33.47803588];[0.934025341567203, 0.7198193761671403, -0.6395366004281233, -1.019033063534201];[-37.36, -132.34, 33.63]
[ -36.66094564 -131.76614166   39.84076382];[1.0554829083375112, 0.7499336489791313, -0.8315640745982229, -0.9676915662872863];[-37.41, -131.9, 40.43]
[ -30.2937462  -131.79004467   36.66040672];[1.0400390484096849, 0.5484437036813019, -0.7079512717763952, -0.8720934622989748];[-31.26, -132.23, 37.39]
[ -30.29096652 -131.80425084   30.29096646];[0.9136959388183921, 0.52324244149292, -0.5232424502118919, -0.9136958567218725];[-30.98, -132.77, 30.72]
[ -30.28995436 -131.81098239   23.91807381];[0.7836020495225312, 0.50481394013188, -0.3481623946732129, -0.9453209883101725];[-30.83, -133.25, 23.99]
[ -30.28761532 -131.81790078   17.54109497];[0.6487553534279312, 0.49184677091451445, -0.18036467938238895, -0.9682595368437101];[-30.72, -133.74, 17.63]
[ -30.28527434 -131.82356108   11.16272653];[0.5089700684278682, 0.4834304243381683, -0.01847925624959637, -0.9835407798243572];[-30.47, -134.13, 10.84]
[ -30.28324026 -131.82795242    4.78396735];[0.36425780855299, 0.4789556606179667, 0.13822469829740308, -0.9917882132247744];[-30.01, -134.36, 3.84]
[ -30.28235962 -131.82973378   -1.59463013];[0.21474056649530637, 0.4780804058780971, 0.2900832875547765, -0.9933874260256528];[-29.86, -134.39, -2.92]
[ -30.28421398 -131.82590042   -7.9733552 ];[0.06049351072623922, 0.4807277371614934, 0.4372244819720073, -0.9885169151967379];[-30.05, -134.25, -9.76]
[ -30.28641214 -131.82090733  -14.35200409];[-0.09874088453076209, 0.48711436744341446, 0.5794825162821798, -0.9768104898608021];[-30.24, -133.89, -16.0]
[ -30.28886837 -131.8144901   -20.72988329];[-0.263456094062719, 0.49771214394047913, 0.7167925493214488, -0.9578028045869668];[-30.31, -133.48, -22.1]
[ -30.29047081 -131.80798647  -27.10507295];[-0.4346772906567933, 0.5132763405418774, 0.8492010146901104, -0.9306591998389705];[-30.44, -133.23, -28.7]
[ -30.29236188 -131.79782075  -33.4764729 ];[-0.614187609375246, 0.5348879834070828, 0.9772668034716643, -0.8942845239209571];[-30.5, -132.92, -35.16]
[ -30.29504397 -131.78051135  -39.84211688];[-0.8050962227784705, 0.5642113251069898, 1.1022881108273772, -0.8467404670938841];[-30.56, -132.33, -42.1]
[ -23.92067709 -131.79818985  -36.66001644];[-0.6892640409899298, 0.3736399081198014, 1.0742175122671842, -0.7448620920950593];[-24.69, -132.32, -39.82]
[ -23.91807376 -131.81098257  -30.28995421];[-0.5048139842538159, 0.3481624456746375, 0.9453210407498619, -0.7836020206328933];[-24.5, -132.92, -33.28]
[ -23.91569825 -131.81990066  -23.91569824];[-0.329421027480591, 0.32942105765420715, 0.8128850876140234, -0.8128851142193885];[-24.48, -133.41, -26.78]
[ -23.91368506 -131.82617388  -17.53922743];[-0.160902012788841, 0.3161688245710863, 0.6760502753590041, -0.8341319969171564];[-24.43, -133.96, -20.61]
[ -23.91168035 -131.83161458  -11.16145125];[0.0019888673112820193, 0.3075472017926496, 0.534462981536475, -0.8482358646489391];[-24.16, -134.23, -14.09]
[ -23.90999328 -131.83595862   -4.78339541];[0.159915229124925, 0.30296113978828443, 0.3881109403275177, -0.8558275918093794];[-23.9, -134.31, -7.14]
[ -23.90928458 -131.83777739    1.59443666];[0.313173707974936, 0.3020679641670371, 0.2371095967761055, -0.857296671301824];[-24.01, -134.45, 0.07]
[ -23.91079349 -131.83390971    7.97242074];[0.46187830401065194, 0.3047765193198318, 0.08154883731816619, -0.8528184838217492];[-24.44, -134.39, 7.23]
[ -23.91264708 -131.82904776   14.35041564];[0.6058547412621386, 0.31132280679314334, -0.0788061863531333, -0.8420294900890375];[-24.76, -134.01, 13.9]
[ -23.91478342 -131.82294642   20.72777813];[0.7450582857759415, 0.32216722398546976, -0.24439465262100574, -0.82445854786417];[-24.96, -133.64, 20.51]
[ -23.91684462 -131.81583786   27.10319535];[0.8796156006093788, 0.33803890686842025, -0.41614849562000444, -0.79932169244085];[-25.02, -133.26, 26.98]
[ -23.91936183 -131.80517696   33.47569307];[1.0101264025588177, 0.359959632147379, -0.595721227095358, -0.7655323674101491];[-25.17, -132.79, 33.42]
[ -23.92197298 -131.78967136   39.84234783];[1.1378720406801213, 0.3894779782099424, -0.7859541200081379, -0.7212500514813331];[-25.24, -132.18, 40.22]
[ -17.54391782 -131.80341477   36.6594093 ];[1.099193105581094, 0.20664377393854222, -0.6761659215125495, -0.6126386705492253];[-18.88, -132.31, 37.43]
[ -17.54181113 -131.81527759   30.28898017];[0.9683554224584859, 0.18033537069969682, -0.4918387912515278, -0.6488305243243337];[-18.86, -132.89, 30.79]
[ -17.53992383 -131.82360637   23.91467374];[0.8342174393216113, 0.16087226243998018, -0.3161489721321122, -0.6761263029533455];[-18.48, -133.43, 24.39]
[ -17.53768872 -131.83191557   17.53768871];[0.6957988001759151, 0.14707799832396623, -0.1470779749984171, -0.6957988463521494];[-18.54, -134.1, 17.93]
[ -17.53612884 -131.8372444    11.16040406];[0.5528536995317135, 0.13806246000443484, 0.016586342335824594, -0.7088633232568659];[-18.47, -134.61, 11.16]
[ -17.53484273 -131.84158082    4.7829265 ];[0.4052679107455847, 0.13326244608683518, 0.17544143569672632, -0.7158789586233671];[-18.63, -135.04, 4.2]
[ -17.53431341 -131.84343265   -1.5942781 ];[0.25314866126381075, 0.13233065149505852, 0.329756597160877, -0.7172345643252095];[-18.63, -135.23, -3.18]
[ -17.53544906 -131.8395233    -7.97165415];[0.09659351379189461, 0.13516202700411467, 0.4796376691577687, -0.7130998381779942];[-18.57, -135.07, -10.05]
[ -17.5368774  -131.83471962  -14.34910946];[-0.0646173010364299, 0.14201277058013367, 0.6249076043076839, -0.7031187644139129];[-18.81, -134.59, -16.34]
[ -17.53886895 -131.82763255  -20.72641609];[-0.23087352545943457, 0.15332512518377472, 0.765576656471562, -0.6868535923992476];[-18.7, -134.0, -22.08]
[ -17.54083201 -131.81980444  -27.10216722];[-0.40306700127351647, 0.16983390852070174, 0.9017720871983493, -0.6634929916191201];[-18.56, -133.6, -28.61]
[ -17.54284626 -131.80988346  -33.47484956];[-0.5827490763609453, 0.19253850167878922, 1.034098710546328, -0.6319564276203135];[-18.56, -133.05, -35.59]
[ -17.54499711 -131.79556017  -39.84213125];[-0.7725659093141803, 0.22291179343568535, 1.163918228345441, -0.5905672330406957];[-18.48, -132.76, -42.1]
[ -11.16510489 -131.80660121  -36.658854  ];[-0.6676838453088898, 0.04593173125043003, 1.1159413114642045, -0.47522384638759346];[-12.05, -132.74, -39.59]
[ -11.16368374 -131.81787668  -30.28821633];[-0.4834127997645663, 0.018395680964855887, 0.9837508361484372, -0.509116535227891];[-12.01, -133.27, -33.13]
[ -11.1624226  -131.8258324   -23.91390446];[-0.3075023546724449, -0.002076910877850155, 0.8484303863116573, -0.5346167142474981];[-11.99, -133.68, -26.92]
[ -11.16097692 -131.83384272  -17.53705268];[-0.13802234087691198, -0.01663886092507498, 0.7089671266895896, -0.552945815762379];[-12.06, -134.51, -21.0]
[ -11.15964143 -131.84090973  -11.15964141];[0.02615684717120432, -0.026156850339274437, 0.5650314019503371, -0.5650313693820461];[-12.32, -135.13, -14.3]
[ -11.15879764 -131.84526631   -4.78258433];[0.18565125137170332, -0.03124486841707924, 0.4165974770665298, -0.5715336316469068];[-12.55, -135.33, -7.5]
[ -11.15845536 -131.84714566    1.59416236];[0.34069205732062446, -0.03223011349572856, 0.26371079642800604, -0.5727890975119998];[-12.57, -135.51, -0.3]
[ -11.15919375 -131.8431928     7.97109521];[0.49138105040626767, -0.029231502272438037, 0.1064721441221049, -0.5689590370431469];[-12.43, -135.24, 6.94]
[ -11.16027206 -131.83759724   14.34833437];[0.637564588384628, -0.021984181079331228, -0.05531838211392071, -0.5597216777543498];[-12.49, -134.61, 13.54]
[ -11.16174742 -131.82962914   20.72572484];[0.77925447624774, -0.010040031165979874, -0.222041412614587, -0.544619432196324];[-12.26, -134.01, 19.85]
[ -11.16302845 -131.82219564   27.10138203];[0.9165570642124948, 0.007360868162352166, -0.39455864186829026, -0.5228233700239697];[-12.17, -133.46, 26.39]
[ -11.16437944 -131.81274282   33.47415623];[1.050147367781734, 0.031186717669343306, -0.5743374927080197, -0.49332247798337736];[-12.13, -133.02, 32.97]
[ -11.16584372 -131.79916372   39.84181166];[1.18141401368166, 0.06288587763590528, -0.7639058402933906, -0.4545335138174291];[-12.19, -132.55, 39.74]
[  -4.78521681 -131.80823275   36.65850126];[1.12506181295132, -0.10931697390434428, -0.663176680996463, -0.3326512104807653];[-5.74, -132.63, 37.0]
[  -4.78458911 -131.819198     30.28776209];[0.9921135393371541, -0.13838283896196324, -0.4789286721494229, -0.3644570340063942];[-5.7, -133.07, 30.38]
[  -4.78403479 -131.8269561    23.91345667];[0.8561320642585922, -0.1600830323024413, -0.3028914509620352, -0.38832245127810866];[-5.8, -133.53, 24.13]
[  -4.78340968 -131.83480441   17.5366861 ];[0.7160867585636443, -0.17556966342899277, -0.13318257740341752, -0.40542987262286806];[-5.46, -134.41, 18.11]
[  -4.78282948 -131.84184386   11.1593775 ];[0.5716277725806869, -0.18571643059638704, 0.031297977896976, -0.4166799633982166];[-5.12, -135.15, 11.43]
[  -4.78239312 -131.84717118    4.7823931 ];[0.42269753880080263, -0.19113164606776104, 0.19113164487101278, -0.42269747901697163];[-5.27, -135.59, 4.72]
[  -4.78224466 -131.84907133   -1.59409753];[0.26938607182823543, -0.19218186792920175, 0.3465738862540531, -0.42386354095137857];[-5.18, -135.83, -2.76]
[  -4.78259143 -131.84472518   -7.97082648];[0.11177547604365234, -0.1889884577287158, 0.4977196978995493, -0.42031522958620815];[-5.01, -135.68, -9.74]
[  -4.78310348 -131.83853779  -14.34801382];[-0.05033572556224626, -0.18126552164967685, 0.6444158100024194, -0.41174057170835743];[-4.99, -135.02, -15.94]
[  -4.78374451 -131.83062742  -20.72532446];[-0.2173263341357039, -0.16854745927179005, 0.7866578220773482, -0.3976647532878069];[-5.21, -134.33, -21.54]
[  -4.78430093 -131.82340682  -27.10092108];[-0.39002609710060565, -0.1500686794328354, 0.9245782921634336, -0.3772939439872987];[-5.32, -133.89, -28.61]
[  -4.7848959  -131.81420174  -33.4737348 ];[-0.5698646856030201, -0.12486503910229983, 1.0588757829332678, -0.34964520542382105];[-5.42, -133.55, -34.98]
[  -4.7855453  -131.80101477  -39.84157911];[-0.7593065897622596, -0.09148158908626622, 1.190953865181156, -0.3132044671859726];[-5.23, -133.16, -41.68]
[   1.59508325 -131.80854769  -36.65842702];[-0.6622928365117909, -0.25946264334671265, 1.1268704451177551, -0.18501816013199285];[1.29, -133.14, -39.21]
[   1.59487279 -131.81945209  -30.28766873];[-0.47804875416471476, -0.2903015533863028, 0.9937698817731001, -0.2149426657168486];[1.44, -133.53, -32.88]
[   1.5946871  -131.82717138  -23.91336538];[-0.30198592056038887, -0.3134060629073082, 0.8576557718710291, -0.23732476833345453];[1.57, -134.02, -26.57]
[   1.59447836 -131.83498757  -17.53661166];[-0.13223117110420102, -0.3299447169278576, 0.7174938221929528, -0.25332270158316794];[2.06, -134.81, -20.8]
[   1.59428443 -131.84202161  -11.15932404];[0.03230963342062711, -0.3408071096611181, 0.5729301432776234, -0.26381715048689913];[1.97, -135.29, -13.98]
[   1.59413855 -131.84735501   -4.78236804];[0.19221463690678617, -0.34661254673152075, 0.42390524417486075, -0.2694217577234892];[1.89, -135.57, -7.25]
[   1.59408681 -131.849349      1.5940868 ];[0.3477356232821932, -0.3477356193579617, 0.2705063611832223, -0.2705063415078443];[2.11, -135.71, -0.16]
[   1.59420486 -131.84490453    7.97078642];[0.49897353332776717, -0.3443145687900021, 0.11282148692201971, -0.2672034672896324];[1.99, -135.45, 6.95]
[   1.59437602 -131.83871679   14.34794881];[0.6457690939883697, -0.3360393901803475, -0.0493558125805383, -0.25921238170394245];[2.07, -134.7, 13.16]
[   1.59459028 -131.83081772   20.72524298];[0.7881216645713781, -0.32244045862742365, -0.2163999750071663, -0.24606626883754407];[2.05, -134.07, 19.32]
[   1.59477625 -131.82363925   27.10082678];[0.9261660698412248, -0.3027336459957521, -0.38913643015670696, -0.22699074627146887];[1.94, -133.62, 25.79]
[   1.59497563 -131.81448284   33.47364749];[1.060605581810421, -0.27594562082462293, -0.5689872913974535, -0.20101860839668795];[1.84, -133.13, 32.58]
[   1.59519353 -131.80137268   39.84152807];[1.1928467434878873, -0.2405879520753612, -0.7584047914397414, -0.16668130874107903];[1.75, -132.59, 39.59]
[   7.97524909 -131.8075916    36.65864607];[1.121429197552541, -0.4045760322378876, -0.6649619483138256, -0.0323444006281792];[7.85, -132.64, 36.9]
[   7.97421522 -131.81867974   30.28794633];[0.9887846987800132, -0.437399743207213, -0.48070541568995545, -0.06061207300184096];[7.98, -132.99, 30.26]
[   7.97330057 -131.82651614   23.91363753];[0.8530680639196502, -0.46206362205460333, -0.3047191490665818, -0.08167418570706952];[8.05, -133.53, 23.91]
[   7.97226242 -131.83442898   17.53683387];[0.7132557919554582, -0.479767628871753, -0.13510192279766736, -0.09668112090720833];[8.54, -134.3, 18.08]
[   7.97130066 -131.84147927   11.15948374];[0.5690061916372152, -0.4914251446726428, 0.02925808184560908, -0.10650173966290714];[8.91, -134.88, 11.16]
[   7.9706202  -131.84644081    4.78246831];[0.4202738598508348, -0.49767528224232344, 0.1889557207879298, -0.11174569455806924];[8.91, -135.26, 4.46]
[   7.97037409 -131.84833154   -1.59412307];[0.26713225468831164, -0.4988848310699255, 0.344237478598237, -0.1127621324967433];[9.03, -135.44, -2.77]
[   7.97090615 -131.84435739   -7.97090614];[0.109666670226773, -0.49519499688634483, 0.495195062038476, -0.10966661509450099];[8.98, -135.25, -9.85]
[   7.97175483 -131.83817071  -14.34814292];[-0.052312304017513765, -0.48630519853508525, 0.6416922327168731, -0.1021951590386385];[9.02, -134.66, -16.41]
[   7.97281739 -131.83023746  -20.725486  ];[-0.21919583697559505, -0.4717285638211471, 0.7837132681358495, -0.08987852636826368];[8.76, -134.06, -22.38]
[   7.97373984 -131.82293214  -27.10110756];[-0.39182239715109163, -0.4506615027131303, 0.9213862643029549, -0.07195925633600844];[8.54, -133.7, -29.06]
[   7.97472087 -131.81362895  -33.47390642];[-0.5716365853199834, -0.42210854862740044, 1.0554003309663433, -0.04747290886632827];[8.41, -133.44, -35.29]
[   7.97578875 -131.80028679  -39.8416767 ];[-0.7611281868526648, -0.3845240020291202, 1.1871530978935543, -0.014971280171724277];[8.26, -133.19, -41.76]
[  14.35469657 -131.80522577  -36.65911374];[-0.6713948807105291, -0.5445814203252789, 1.1085509303327161, 0.12556666302807185];[14.31, -133.04, -39.29]
[  14.35291463 -131.81675736  -30.28856451];[-0.48710159058500674, -0.579595460569176, 0.9769631548472135, 0.09868698586029362];[14.3, -133.41, -32.82]
[  14.35132726 -131.82487588  -23.91425225];[-0.3112903732924878, -0.60597203137408, 0.8421691678211928, 0.07875007369417919];[14.72, -133.72, -26.84]
[  14.34948183 -131.8330177   -17.53733918];[-0.14199269360689312, -0.6249563272543994, 0.7031704846046705, 0.06459411572862303];[14.89, -134.28, -20.47]
[  14.34795939 -131.83930664  -11.15998368];[0.02195773697396944, -0.6375151077157426, 0.5596751258488563, 0.05534173030522163];[14.85, -134.65, -13.75]
[  14.34688987 -131.84365017   -4.78273809];[0.18116840827650715, -0.6442670575934218, 0.4116177676421452, 0.050405697949635814];[14.99, -134.69, -6.7]
[  14.34645313 -131.84551652    1.59421438];[0.3358872626282203, -0.6455711474666047, 0.25907159939339136, 0.04944878257031843];[15.05, -134.82, 0.36]
[  14.34739292 -131.84158541    7.97134623];[0.48621769194934006, -0.6415930317368808, 0.10213622268788283, 0.05235898676661435];[15.17, -134.54, 7.13]
[  14.3485855  -131.83678986   14.34858547];[0.6319826105258236, -0.6319825257951585, -0.059402932609487785, 0.059402912577405625];[15.23, -134.0, 13.8]
[  14.35046141 -131.82877392   20.72603678];[0.7732313431872591, -0.6163283639669235, -0.2259122185560587, 0.07100698122428889];[15.05, -133.38, 20.01]
[  14.35209044 -131.82116706   27.10173815];[0.9100412768883874, -0.5937687441707249, -0.3982846947289443, 0.08793553051066515];[14.98, -133.1, 26.3]
[  14.35378838 -131.81150997   33.47447491];[1.0430687274855472, -0.5632744213171132, -0.5780187112364968, 0.11116456738035566];[14.97, -132.64, 33.02]
[  14.35561727 -131.79760663   39.84196982];[1.173690296106779, -0.5232186063633231, -0.7676939796760218, 0.14215027039108674];[14.73, -132.26, 39.66]
[  20.73263524 -131.80109996   36.65971955];[1.0877840831710435, -0.6793946895232804, -0.6820858710319565, 0.28928122032974024];[20.78, -132.21, 36.95]
[  20.73025028 -131.81337853   30.28944945];[0.9578431277240292, -0.7168260429469178, -0.4977088131669952, 0.2634458321460913];[20.79, -132.66, 30.21]
[  20.72809716 -131.82197095   23.91515972];[0.8244907432380504, -0.7450886119853957, -0.32215963332402336, 0.2443851961911984];[20.85, -132.98, 24.16]
[  20.72586498 -131.82932204   17.53841099];[0.6868030557515225, -0.765523058447278, -0.15334483294444493, 0.23089007295434685];[20.74, -133.4, 17.82]
[  20.72407145 -131.83469545   11.16089557];[0.5444833106636737, -0.7790920129160545, 0.009962206270238944, 0.22209120309244096];[20.32, -133.64, 10.99]
[  20.72257907 -131.83903162    4.78314658];[0.39746535570343566, -0.7863868434909167, 0.1683893732809461, 0.21740884329588356];[19.9, -133.79, 4.09]
[  20.7219591  -131.84086757   -1.59435252];[0.24586051792458913, -0.7877973747144145, 0.3222181662363649, 0.2164985049954965];[19.69, -133.89, -2.97]
[  20.7232846  -131.83697954   -7.97201395];[0.08976324941423101, -0.7834963091704362, 0.4715578949099219, 0.21926204863073906];[19.87, -133.88, -9.9]
[  20.724934   -131.8321544   -14.34972254];[-0.07105284858371946, -0.7731233747129989, 0.6162323278225155, 0.22594545334187244];[20.24, -133.6, -16.47]
[  20.72685534 -131.82615382  -20.72685531];[-0.23700614444061074, -0.7562061654361104, 0.7562062343829453, 0.23700614923371358];[20.21, -133.2, -22.87]
[  20.7291345  -131.81805234  -27.10265784];[-0.4089882229405134, -0.732002891035813, 0.8916650790315117, 0.2531558136522135];[20.58, -132.97, -29.48]
[  20.73142556 -131.80780037  -33.47526307];[-0.5886148337960834, -0.6993701498721396, 1.0231532484584542, 0.27541957031828257];[20.54, -132.74, -35.82]
[  20.73384267 -131.79294897  -39.84226918];[-0.7786144226302312, -0.6565749891283366, 1.1520143611217375, 0.30529708110743153];[20.27, -132.47, -42.19]
[  27.10781662 -131.79456127  -36.66026261];[-0.6978323052208749, -0.8090740822972926, 1.058359501360854, 0.4599337055629278];[25.05, -132.15, -39.66]
[  27.10507294 -131.80798665  -30.29047068];[-0.5132762954707959, -0.8492009468453331, 0.9306593103709276, 0.43467724634367166];[25.02, -132.5, -33.05]
